delta_phi,E_nu_1.000,VarCRB_nu_1.000,E_nu_0.970,VarCRB_nu_0.970,E_nu_0.971,VarCRB_nu_0.971,E_nu_0.972,VarCRB_nu_0.972,E_nu_0.973,VarCRB_nu_0.973,E_nu_0.974,VarCRB_nu_0.974,E_nu_0.975,VarCRB_nu_0.975,E_nu_0.976,VarCRB_nu_0.976,E_nu_0.977,VarCRB_nu_0.977,E_nu_0.978,VarCRB_nu_0.978,E_nu_0.979,VarCRB_nu_0.979,E_nu_0.980,VarCRB_nu_0.980
0.00314159265358979,-0.00307906199264314,0.00159211832644178,0.125326594399747,0.000248086713005188,0.126567245966079,0.000243329832348715,0.127776596667742,0.000238891067216762,0.128957785277558,0.00023473981476084,0.13011346974136,0.000230852359704442,0.131245929560922,0.000227210284480317,0.132357126401363,0.000223799666122632,0.133448765519995,0.000220610431325158,0.134522342888028,0.000217635974448025,0.135579181012356,0.000214872994881731,0.136620456828163,0.000212321523655746
0.00628318530717959,-0.00603314962376872,0.00636097335519466,0.122240370039795,0.000991976496664557,0.123480306026443,0.000972954850741196,0.12468896588925,0.000955203557907144,0.125869485838956,0.000938600249611769,0.127024521687924,0.000923050045567696,0.128156351128129,0.000908479200129773,0.129266934284712,0.000894831887110243,0.130357975089933,0.000882067614881808,0.131430968363195,0.000870159688666467,0.132487235601671,0.000859094544725246,0.133527952848971,0.000848871834559002
0.00942477796076938,-0.00886252348419086,0.0142841173478666,0.119191064254944,0.00223056267270566,0.120429808273246,0.00218778623249241,0.121637317365014,0.00214786022767947,0.122816723474969,0.00211050949526505,0.123970678863015,0.0020755204903319,0.125101458207574,0.00204272701257362,0.12621101906949,0.0020120029623955,0.12730106317458,0.00198325650645723,0.128373083424275,0.00195642658243553,0.129428399634371,0.00193148134530298,0.130468186363818,0.00190841827568165
0.0125663706143592,-0.0115676169257094,0.0253243106249779,0.116178686576385,0.00396201524028898,0.117415763234311,0.00388602447302022,0.118621662563436,0.0038150817689517,0.119799510544693,0.00374869838342213,0.120951954471528,0.00368649454893663,0.122081264809214,0.00362817415640886,0.123189395533464,0.00357351185502965,0.124278045285238,0.00352234263688424,0.125348704284388,0.00347455553919937,0.126402689995893,0.00343009074944043,0.127441174902912,0.00338893960429483
0.015707963267949,-0.0141490346169558,0.0394297796720874,0.113203250272142,0.00618380200913433,0.114438185572815,0.00606518157428254,0.115642017464496,0.00595441028924807,0.116817864275176,0.00585072541466544,0.117968366924818,0.00575353337053297,0.119095790471753,0.00566237029158758,0.120202084290614,0.00557688183194754,0.121288943063239,0.00549680681201573,0.122357853567868,0.00542196721990598,0.123410130252335,0.00535226343622274,0.1244469429356,0.00528767386432497
0.0188495559215388,-0.016607550531907,0.0565345750688924,0.110264772271421,0.00889271709616337,0.111497094011505,0.00872211092277788,0.112698402483947,0.00856274088022497,0.113871806685703,0.00841351035993913,0.115019939765154,0.00827356441798472,0.116145060187359,0.00814223318458801,0.11724911171618,0.00801900272570341,0.118333784205387,0.00790349137062268,0.119400560236166,0.00779543505690249,0.120450750576864,0.00769468004103956,0.121485521797329,0.00760118176114464
0.0219911485751286,-0.0189441053813145,0.0765590258718775,0.107363273067337,0.0120849157698422,0.108592511235235,0.0118530437544139,0.109790842375826,0.0116363600711453,0.110961364490394,0.0114333751060202,0.112106701568542,0.0112429251582786,0.113229104304803,0.0110640957620684,0.114330509850205,0.0108961819542981,0.115412602368002,0.0107386558818122,0.116476859492464,0.0105911464791879,0.117524587654974,0.01045342893717,0.11855694959562,0.0103254222583642
0.0251327412287183,-0.0211598035000923,0.0994102861893719,0.104498776598024,0.0157559544350251,0.105724463771821,0.0154536308993878,0.106919366113239,0.0151709897413787,0.108086568979103,0.0149060901788079,0.109228685825861,0.014657412690478,0.11034795841097,0.0144237594045183,0.111446316279539,0.0142042021285117,0.112525437049503,0.013998039825132,0.113586792664945,0.0138047715658477,0.114631684568526,0.0136240819435443,0.115661271094946,0.0134558366522879
0.0282743338823081,-0.0232559092064404,0.12498296884754,0.101671310106119,0.0199008344228453,0.102892981851205,0.0195189883664596,0.104084006747425,0.0191618349265482,0.105247455876568,0.0188269252314823,0.10638593080228,0.018512337423752,0.10750166319068,0.0182165513856795,0.108596573998206,0.0179383829067062,0.109672333451455,0.017676929619774,0.110730407068614,0.0174315361415411,0.111772090658447,0.0172017745464156,0.112798537580412,0.0169874371928274
0.0314159265358979,-0.0252338426510768,0.153159860267268,0.0988809039766305,0.0245140481883952,0.100098099242911,0.0240437452659368,0.101284801245067,0.0236036338953489,0.102444065179788,0.0231907017305964,0.103578479374894,0.0228025788692575,0.104690264264774,0.0224373843222716,0.105781331246084,0.0220936447266057,0.106853342317978,0.0217702273541547,0.107907755845578,0.0214662963344797,0.108945861366004,0.0211812872599107,0.109968806700122,0.0209148964003469
