delta_phi,E_nu_1.000,VarCRB_nu_1.000,E_nu_0.970,VarCRB_nu_0.970,E_nu_0.971,VarCRB_nu_0.971,E_nu_0.972,VarCRB_nu_0.972,E_nu_0.973,VarCRB_nu_0.973,E_nu_0.974,VarCRB_nu_0.974,E_nu_0.975,VarCRB_nu_0.975,E_nu_0.976,VarCRB_nu_0.976,E_nu_0.977,VarCRB_nu_0.977,E_nu_0.978,VarCRB_nu_0.978,E_nu_0.979,VarCRB_nu_0.979,E_nu_0.980,VarCRB_nu_0.980
0.00314159265358979,-0.00307171004898903,0.00198645748508024,0.10215590744621,0.00036467192410863,0.103808128726362,0.000352313859057448,0.105430101696079,0.000341089059591659,0.107031003616204,0.000330607287339625,0.10857309429909,0.000321052522718024,0.110053311359628,0.000312378586699513,0.111481047969025,0.000304429471371212,0.112862690686992,0.000297109079512376,0.114204046226684,0.000290338307329331,0.115509804112254,0.000284058293057659,0.116783818089663,0.000278225005609168
0.00628318530717959,-0.00600377629248352,0.00793412336679454,0.0990830128917899,0.00145800773661525,0.100733909777878,0.00140861945604167,0.10235463098901,0.00136375675521529,0.103954327546685,0.00132186238903882,0.105495275579078,0.00128367055747013,0.106974411842855,0.00124899628968068,0.1084011193623,0.00121721647598142,0.109781778160387,0.00118794708235329,0.111122189156731,0.00116087193114933,0.112427037273141,0.00113575561703366,0.113700172522721,0.00111242188543518
0.00942477796076938,-0.00879656243635354,0.0178079795172838,0.0960559175080696,0.00327797358371815,0.097704609147066,0.00316701480547111,0.0993232458557384,0.00306621061486874,0.100920935020544,0.00297207105750833,0.10245998003427,0.00288624167522134,0.103937316249481,0.00280830535114944,0.105362309801187,0.00273686354246281,0.106741329831697,0.0026710535123866,0.108080167615857,0.00261016476464235,0.109383500413517,0.00255366781341119,0.110655172023228,0.002501165625616
0.0125663706143592,-0.0114506729760955,0.0315499998332014,0.0930746218925641,0.00582119958147672,0.0947202305419768,0.00562434955949364,0.0963359526447657,0.00544548287527541,0.097930834702071,0.00527842940926696,0.0994672184266635,0.00512609879819095,0.1009420372603,0.00498774726327195,0.102364633739682,0.00486089708943266,0.10374136180335,0.0047440178893698,0.105077999246803,0.00463584885285748,0.106379212621227,0.00453544918160965,0.107648837039229,0.00444211199482805
0.015707963267949,-0.0139669506866176,0.049079652220631,0.0901391267630775,0.00908300889076669,0.0917807790272064,0.00877625368495821,0.0933927601126792,0.00849745920977724,0.0949840385878951,0.00823705286408391,0.0965170056886086,0.00799954974031645,0.0979885924934349,0.00778378340581858,0.0994081112782554,0.00758589963628105,0.100781896483787,0.00740351404779196,0.102115708614885,0.00723466134989298,0.103414200485391,0.00707787275213039,0.104681196064969,0.00693204191546366
0.0188495559215388,-0.0163464731302774,0.0702945930802231,0.087249432839049,0.0130574569981989,0.088886260897297,0.0126171761283012,0.0904936792929107,0.0122169173840115,0.0920805618736488,0.0118430150065205,0.0936093607883857,0.0115019167951593,0.0950770043693589,0.0111919360188362,0.0964927680287049,0.0109075527874653,0.0978629624524712,0.0106453458061938,0.0991933270734013,0.0104024936138026,0.100488497962436,0.0101768836553595,0.101752285507756,0.00996692010883401
0.0219911485751286,-0.0185905482052829,0.0950715461502107,0.0844055406890846,0.0177373798762978,0.0860366835140792,0.0171404320901445,0.087638723327104,0.0165975743904794,0.0892204227826249,0.0160903948419951,0.0907443065574218,0.0156275847415636,0.0922072999373489,0.0152068377469868,0.0936186349403597,0.0148206890585153,0.0949845942862364,0.0144645018653145,0.0963108925904756,0.014134450037648,0.0976021462037189,0.0138276628624255,0.0988621495166093,0.0135419648901373
0.0251327412287183,-0.0207007087625532,0.123267355452063,0.0816074505447458,0.0231144494473138,0.0832320551080488,0.0223382572777254,0.0848279072591848,0.0216321403514976,0.0864036423564849,0.0209723306493737,0.0879218694791837,0.0203700553557904,0.0893795106633935,0.0198222876950789,0.0907857480876305,0.0193193502954117,0.0921468323469711,0.0188552174532403,0.0934684495372818,0.0184249138468119,0.0947551933446443,0.0180246981731447,0.0960108397725741,0.0176517255491187
0.0282743338823081,-0.0226787063249069,0.154720200124727,0.0788551620807053,0.0291792346092257,0.0804723845438992,0.0282018673383617,0.0820612477922495,0.0273123773145297,0.0836302442081095,0.0264810784662505,0.0851420794398068,0.0257220063517377,0.0865936721795785,0.0250313117647578,0.0879941484188875,0.0243968502664577,0.0893497225305732,0.0238110400602051,0.0906660484375595,0.0232676169149818,0.0919476942551642,0.0227618591480868,0.0931984152405759,0.0222901635775701
0.0314159265358979,-0.0245265039479012,0.189250957157666,0.0761486741613909,0.0359212660041326,0.0777576810503684,0.0347215206052249,0.0793387630084251,0.0336291609983556,0.0809002542367159,0.0326080731849722,0.0824049694405443,0.0316753526211704,0.0838498239949944,0.0308262250025888,0.0852438814666796,0.0300458389785439,0.0865933159771511,0.0293248965948053,0.0879037456783653,0.0286557106621192,0.0891797102515597,0.028032472722308,0.0904249418826553,0.0274507340860509
