,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,254,0,108731,0,0,0,0,0,7155,0,108817,0,0,0,0,22184,1298,8,0,1
1,6.67,0,251,0,108432,0,0,0,0,0,7213,0,108536,0,0,0,0,22129,1293,10,0,1
2,7.07,0,228,0,108527,0,0,0,0,0,7094,0,108702,0,0,0,0,22210,1282,6,0,1
3,7.47,0,254,0,108350,0,0,0,0,0,7218,0,109277,0,0,0,0,22127,1306,13,1,1
4,7.87,0,236,0,108779,0,0,0,0,0,7396,0,109113,0,0,0,0,22504,1330,12,0,1
5,8.27,0,230,0,109006,0,0,0,0,0,7499,0,109796,0,0,0,0,22523,1310,6,1,1
6,8.67,0,247,0,108363,0,0,0,0,0,7271,0,109361,0,0,0,0,22696,1368,10,0,1
7,9.07,0,260,0,108537,0,0,0,0,0,7394,0,109633,0,0,0,0,22617,1320,10,0,1
8,9.47,0,252,0,108233,0,0,0,0,0,7284,0,108569,0,0,0,0,21335,1176,10,0,1
9,9.87,0,243,0,102573,0,0,0,0,0,7375,0,104099,0,0,0,0,11810,646,10,1,1
10,9.97,0,267,0,101533,0,0,0,0,0,7153,0,101944,0,0,0,0,8184,448,20,0,1
11,10.07,0,270,0,99020,0,0,0,0,0,7276,0,99714,0,0,0,0,4605,256,14,1,1
12,10.17,0,236,0,97864,0,0,0,0,0,7181,0,98298,0,0,0,0,1940,110,10,2,1
13,10.27,0,264,0,97428,0,0,0,0,0,7332,0,98123,0,0,0,0,657,32,18,1,1
14,10.37,0,245,0,97998,0,0,0,0,0,7232,0,98609,0,0,0,0,1099,58,25,1,1
15,10.47,0,218,0,98969,0,0,0,0,0,7311,0,99061,0,0,0,0,3096,171,8,0,1
16,10.57,0,253,0,100132,0,0,0,0,0,7390,0,100834,0,0,0,0,6389,379,9,0,1
17,10.67,0,252,0,102086,0,0,0,0,0,7176,0,102891,0,0,0,0,10036,592,22,2,1
18,10.77,0,228,0,104268,0,0,0,0,0,7246,0,104281,0,0,0,0,13725,799,9,1,1
19,11.07,0,222,0,107927,0,0,0,0,0,7239,0,108565,0,0,0,0,20598,1216,16,0,1
20,11.47,0,273,0,108293,0,0,0,0,0,7210,0,108053,0,0,0,0,21735,1297,6,2,1
21,11.87,0,223,0,108070,0,0,0,0,0,7448,0,108998,0,0,0,0,21996,1326,8,2,1
22,12.27,0,250,0,108103,0,0,0,0,0,7310,0,109238,0,0,0,0,22145,1301,17,1,1
23,12.67,0,234,0,106754,0,0,0,0,0,7207,0,108041,0,0,0,0,21778,1306,10,0,1
24,13.07,0,257,0,107660,0,0,0,0,0,7318,0,108582,0,0,0,0,21894,1329,9,0,1
25,13.47,0,231,0,107332,0,0,0,0,0,7455,0,108342,0,0,0,0,21920,1342,13,0,1
26,13.87,0,244,0,107001,0,0,0,0,0,7368,0,108157,0,0,0,0,21693,1350,11,0,1
27,14.27,0,235,0,107693,0,0,0,0,0,7339,0,107449,0,0,0,0,21648,1327,6,0,1
