,Measurement Basis,TT,TR,RT,RR
0,H,5816,144177,11608,124910
1,D,98898,50250,112595,49016
2,R,86189,63235,121535,42618
3,V,141408,6222,168573,5487
4,A,47768,102309,69693,83167
5,L,61354,89379,64257,88716
