Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,5816,144177,11608,124910,17424,269087
1,D,98898,50250,112595,49016,211493,99266
2,R,86189,63235,121535,42618,207724,105853
3,V,141408,6222,168573,5487,309981,11709
4,A,47768,102309,69693,83167,117461,185476
5,L,61354,89379,64257,88716,125611,178095
