data_dir,C,DB_H,DB_V,SB,N
2025-05-30--14h-05m-08s,2.5,108.0,0.0,7.5,118.0
2025-05-30--14h-05m-08s,2.0,110.0,0.0,7.5,119.5
2025-05-30--14h-05m-08s,2.5,112.0,0.0,7.5,122.0
2025-05-30--14h-05m-08s,0.5,111.0,0.0,7.5,119.0
2025-05-30--14h-05m-08s,3.0,106.0,0.0,10.5,119.5
2025-05-30--14h-05m-08s,3.5,111.0,0.0,6.5,121.0
2025-05-30--14h-05m-08s,2.0,108.0,0.0,11.0,121.0
2025-05-30--14h-05m-08s,3.0,106.0,0.0,9.0,118.0
2025-05-30--14h-05m-08s,1.0,112.0,0.0,5.0,118.0
2025-05-30--14h-05m-08s,0.5,111.0,1.0,8.0,120.5
