Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,13796,64916,15074,56195,28870,121111
1,D,67540,14128,78374,9966,145914,24094
2,R,28721,50872,49208,31642,77929,82514
3,V,68129,13867,79453,9247,147582,23114
4,A,14441,64689,14334,57858,28775,122547
5,L,52429,27731,44045,35274,96474,63005
