,Measurement Basis,TT,TR,RT,RR
0,H,13796,64916,15074,56195
1,D,67540,14128,78374,9966
2,R,28721,50872,49208,31642
3,V,68129,13867,79453,9247
4,A,14441,64689,14334,57858
5,L,52429,27731,44045,35274
