detector_a_name,detector_b_name,estimation_label,repetition,coincidences,timestamp
9,12,DB_H,0,2,2025-05-23--16h-54m-51s-496333
9,11,SB,0,1,2025-05-23--16h-54m-51s-496333
9,10,SB,0,0,2025-05-23--16h-54m-51s-496333
11,12,SB,0,0,2025-05-23--16h-54m-51s-496333
10,12,SB,0,0,2025-05-23--16h-54m-51s-496333
10,11,DB_V,0,0,2025-05-23--16h-54m-51s-496333
1,9,C,0,0,2025-05-23--16h-54m-51s-496333
1,12,C,0,0,2025-05-23--16h-54m-51s-496333
1,11,C,0,0,2025-05-23--16h-54m-51s-496333
1,10,C,0,0,2025-05-23--16h-54m-51s-496333
1,4,DB_H,0,0,2025-05-23--16h-54m-51s-496333
1,7,SB,0,0,2025-05-23--16h-54m-51s-496333
1,2,SB,0,0,2025-05-23--16h-54m-51s-496333
4,9,C,0,0,2025-05-23--16h-54m-51s-496333
4,12,C,0,0,2025-05-23--16h-54m-51s-496333
4,11,C,0,0,2025-05-23--16h-54m-51s-496333
4,10,C,0,0,2025-05-23--16h-54m-51s-496333
4,7,SB,0,0,2025-05-23--16h-54m-51s-496333
7,9,C,0,0,2025-05-23--16h-54m-51s-496333
7,12,C,0,0,2025-05-23--16h-54m-51s-496333
7,11,C,0,0,2025-05-23--16h-54m-51s-496333
7,10,C,0,0,2025-05-23--16h-54m-51s-496333
2,9,C,0,0,2025-05-23--16h-54m-51s-496333
2,12,C,0,0,2025-05-23--16h-54m-51s-496333
2,11,C,0,0,2025-05-23--16h-54m-51s-496333
2,10,C,0,0,2025-05-23--16h-54m-51s-496333
2,4,SB,0,0,2025-05-23--16h-54m-51s-496333
2,7,DB_V,0,0,2025-05-23--16h-54m-51s-496333
9,12,DB_H,1,0,2025-05-23--16h-54m-51s-524814
9,11,SB,1,0,2025-05-23--16h-54m-51s-524814
9,10,SB,1,0,2025-05-23--16h-54m-51s-524814
11,12,SB,1,0,2025-05-23--16h-54m-51s-524814
10,12,SB,1,0,2025-05-23--16h-54m-51s-524814
10,11,DB_V,1,0,2025-05-23--16h-54m-51s-524814
1,9,C,1,0,2025-05-23--16h-54m-51s-524814
1,12,C,1,0,2025-05-23--16h-54m-51s-524814
1,11,C,1,0,2025-05-23--16h-54m-51s-524814
1,10,C,1,0,2025-05-23--16h-54m-51s-524814
1,4,DB_H,1,4,2025-05-23--16h-54m-51s-524814
1,7,SB,1,0,2025-05-23--16h-54m-51s-524814
1,2,SB,1,0,2025-05-23--16h-54m-51s-524814
4,9,C,1,0,2025-05-23--16h-54m-51s-524814
4,12,C,1,0,2025-05-23--16h-54m-51s-524814
4,11,C,1,0,2025-05-23--16h-54m-51s-524814
4,10,C,1,0,2025-05-23--16h-54m-51s-524814
4,7,SB,1,0,2025-05-23--16h-54m-51s-524814
7,9,C,1,0,2025-05-23--16h-54m-51s-524814
7,12,C,1,0,2025-05-23--16h-54m-51s-524814
7,11,C,1,0,2025-05-23--16h-54m-51s-524814
7,10,C,1,0,2025-05-23--16h-54m-51s-524814
2,9,C,1,0,2025-05-23--16h-54m-51s-524814
2,12,C,1,0,2025-05-23--16h-54m-51s-524814
2,11,C,1,0,2025-05-23--16h-54m-51s-524814
2,10,C,1,0,2025-05-23--16h-54m-51s-524814
2,4,SB,1,0,2025-05-23--16h-54m-51s-524814
2,7,DB_V,1,0,2025-05-23--16h-54m-51s-524814
9,12,DB_H,2,0,2025-05-23--16h-54m-51s-545778
