detector_a_name,detector_b_name,estimation_label,repetition,coincidences,timestamp
9,12,DB_H,0,0,2025-05-23--16h-56m-05s-691969
9,11,SB,0,0,2025-05-23--16h-56m-05s-691969
9,10,SB,0,0,2025-05-23--16h-56m-05s-691969
11,12,SB,0,0,2025-05-23--16h-56m-05s-691969
10,12,SB,0,0,2025-05-23--16h-56m-05s-691969
10,11,DB_V,0,0,2025-05-23--16h-56m-05s-691969
1,9,C,0,0,2025-05-23--16h-56m-05s-691969
1,12,C,0,0,2025-05-23--16h-56m-05s-691969
1,11,C,0,0,2025-05-23--16h-56m-05s-691969
1,10,C,0,0,2025-05-23--16h-56m-05s-691969
1,4,DB_H,0,2,2025-05-23--16h-56m-05s-691969
1,7,SB,0,1,2025-05-23--16h-56m-05s-691969
1,2,SB,0,0,2025-05-23--16h-56m-05s-691969
4,9,C,0,0,2025-05-23--16h-56m-05s-691969
4,12,C,0,0,2025-05-23--16h-56m-05s-691969
4,11,C,0,0,2025-05-23--16h-56m-05s-691969
4,10,C,0,0,2025-05-23--16h-56m-05s-691969
4,7,SB,0,0,2025-05-23--16h-56m-05s-691969
7,9,C,0,0,2025-05-23--16h-56m-05s-691969
7,12,C,0,0,2025-05-23--16h-56m-05s-691969
7,11,C,0,0,2025-05-23--16h-56m-05s-691969
7,10,C,0,0,2025-05-23--16h-56m-05s-691969
2,9,C,0,0,2025-05-23--16h-56m-05s-691969
2,12,C,0,0,2025-05-23--16h-56m-05s-691969
2,11,C,0,0,2025-05-23--16h-56m-05s-691969
2,10,C,0,0,2025-05-23--16h-56m-05s-691969
2,4,SB,0,0,2025-05-23--16h-56m-05s-691969
2,7,DB_V,0,0,2025-05-23--16h-56m-05s-691969
9,12,DB_H,1,1,2025-05-23--16h-56m-05s-719502
9,11,SB,1,0,2025-05-23--16h-56m-05s-719502
9,10,SB,1,1,2025-05-23--16h-56m-05s-719502
11,12,SB,1,0,2025-05-23--16h-56m-05s-719502
10,12,SB,1,0,2025-05-23--16h-56m-05s-719502
10,11,DB_V,1,0,2025-05-23--16h-56m-05s-719502
1,9,C,1,0,2025-05-23--16h-56m-05s-719502
1,12,C,1,0,2025-05-23--16h-56m-05s-719502
1,11,C,1,0,2025-05-23--16h-56m-05s-719502
1,10,C,1,0,2025-05-23--16h-56m-05s-719502
1,4,DB_H,1,0,2025-05-23--16h-56m-05s-719502
1,7,SB,1,0,2025-05-23--16h-56m-05s-719502
1,2,SB,1,0,2025-05-23--16h-56m-05s-719502
4,9,C,1,0,2025-05-23--16h-56m-05s-719502
4,12,C,1,0,2025-05-23--16h-56m-05s-719502
4,11,C,1,0,2025-05-23--16h-56m-05s-719502
4,10,C,1,0,2025-05-23--16h-56m-05s-719502
4,7,SB,1,0,2025-05-23--16h-56m-05s-719502
7,9,C,1,0,2025-05-23--16h-56m-05s-719502
7,12,C,1,0,2025-05-23--16h-56m-05s-719502
7,11,C,1,0,2025-05-23--16h-56m-05s-719502
7,10,C,1,0,2025-05-23--16h-56m-05s-719502
2,9,C,1,0,2025-05-23--16h-56m-05s-719502
2,12,C,1,0,2025-05-23--16h-56m-05s-719502
2,11,C,1,0,2025-05-23--16h-56m-05s-719502
2,10,C,1,0,2025-05-23--16h-56m-05s-719502
2,4,SB,1,0,2025-05-23--16h-56m-05s-719502
2,7,DB_V,1,0,2025-05-23--16h-56m-05s-719502
9,12,DB_H,2,1,2025-05-23--16h-56m-05s-739815
9,11,SB,2,0,2025-05-23--16h-56m-05s-739815
9,10,SB,2,0,2025-05-23--16h-56m-05s-739815
11,12,SB,2,0,2025-05-23--16h-56m-05s-739815
10,12,SB,2,0,2025-05-23--16h-56m-05s-739815
10,11,DB_V,2,0,2025-05-23--16h-56m-05s-739815
1,9,C,2,0,2025-05-23--16h-56m-05s-739815
1,12,C,2,0,2025-05-23--16h-56m-05s-739815
1,11,C,2,0,2025-05-23--16h-56m-05s-739815
1,10,C,2,0,2025-05-23--16h-56m-05s-739815
1,4,DB_H,2,0,2025-05-23--16h-56m-05s-739815
1,7,SB,2,0,2025-05-23--16h-56m-05s-739815
1,2,SB,2,0,2025-05-23--16h-56m-05s-739815
4,9,C,2,0,2025-05-23--16h-56m-05s-739815
4,12,C,2,0,2025-05-23--16h-56m-05s-739815
4,11,C,2,0,2025-05-23--16h-56m-05s-739815
4,10,C,2,0,2025-05-23--16h-56m-05s-739815
4,7,SB,2,0,2025-05-23--16h-56m-05s-739815
7,9,C,2,0,2025-05-23--16h-56m-05s-739815
7,12,C,2,0,2025-05-23--16h-56m-05s-739815
7,11,C,2,0,2025-05-23--16h-56m-05s-739815
7,10,C,2,0,2025-05-23--16h-56m-05s-739815
2,9,C,2,0,2025-05-23--16h-56m-05s-739815
2,12,C,2,0,2025-05-23--16h-56m-05s-739815
2,11,C,2,0,2025-05-23--16h-56m-05s-739815
2,10,C,2,0,2025-05-23--16h-56m-05s-739815
2,4,SB,2,0,2025-05-23--16h-56m-05s-739815
2,7,DB_V,2,0,2025-05-23--16h-56m-05s-739815
9,12,DB_H,3,0,2025-05-23--16h-56m-05s-759466
9,11,SB,3,0,2025-05-23--16h-56m-05s-759466
9,10,SB,3,0,2025-05-23--16h-56m-05s-759466
11,12,SB,3,1,2025-05-23--16h-56m-05s-759466
10,12,SB,3,1,2025-05-23--16h-56m-05s-759466
10,11,DB_V,3,0,2025-05-23--16h-56m-05s-759466
1,9,C,3,0,2025-05-23--16h-56m-05s-759466
1,12,C,3,0,2025-05-23--16h-56m-05s-759466
1,11,C,3,0,2025-05-23--16h-56m-05s-759466
1,10,C,3,0,2025-05-23--16h-56m-05s-759466
1,4,DB_H,3,0,2025-05-23--16h-56m-05s-759466
1,7,SB,3,0,2025-05-23--16h-56m-05s-759466
1,2,SB,3,0,2025-05-23--16h-56m-05s-759466
4,9,C,3,0,2025-05-23--16h-56m-05s-759466
4,12,C,3,0,2025-05-23--16h-56m-05s-759466
4,11,C,3,0,2025-05-23--16h-56m-05s-759466
4,10,C,3,0,2025-05-23--16h-56m-05s-759466
4,7,SB,3,0,2025-05-23--16h-56m-05s-759466
7,9,C,3,0,2025-05-23--16h-56m-05s-759466
7,12,C,3,0,2025-05-23--16h-56m-05s-759466
7,11,C,3,0,2025-05-23--16h-56m-05s-759466
7,10,C,3,0,2025-05-23--16h-56m-05s-759466
2,9,C,3,0,2025-05-23--16h-56m-05s-759466
2,12,C,3,0,2025-05-23--16h-56m-05s-759466
