theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time
1.0053096491487339,1.5707963267948966,17.186005462693576,28.395199520115163,20.73422885499091,25.342594802347133,10
