data_dir,C,DB_H,DB_V,SB,N
2025-05-23--17h-47m-20s,1.5,105.0,0.0,13.5,120.0
2025-05-23--17h-47m-20s,3.5,101.0,0.0,15.5,120.0
2025-05-23--17h-47m-20s,2.5,105.0,0.0,12.5,120.0
2025-05-23--17h-47m-20s,3.0,95.0,1.0,21.0,120.0
2025-05-23--17h-47m-20s,2.5,101.0,1.0,15.5,120.0
2025-05-23--17h-47m-20s,3.0,106.0,2.0,9.0,120.0
2025-05-23--17h-47m-20s,1.0,98.0,2.0,19.0,120.0
2025-05-23--17h-47m-20s,2.5,103.0,0.0,14.5,120.0
2025-05-23--17h-47m-20s,0.5,104.0,2.0,13.5,120.0
2025-05-23--17h-47m-20s,0.5,102.0,1.0,16.5,120.0
2025-05-23--17h-47m-20s,1.5,104.0,1.0,13.5,120.0
2025-05-23--17h-47m-20s,1.0,103.0,1.0,15.0,120.0
2025-05-23--17h-47m-20s,2.0,99.0,0.0,19.0,120.0
2025-05-23--17h-47m-20s,1.0,101.0,1.0,17.0,120.0
2025-05-23--17h-47m-20s,0.5,104.0,1.0,14.5,120.0
2025-05-23--17h-47m-20s,0.0,107.0,2.0,11.0,120.0
2025-05-23--17h-47m-20s,2.0,99.0,0.0,19.0,120.0
2025-05-23--17h-47m-20s,2.5,98.0,1.0,18.5,120.0
2025-05-23--17h-47m-20s,1.5,103.0,0.0,15.5,120.0
2025-05-23--17h-47m-20s,2.0,100.0,1.0,17.0,120.0
2025-05-23--17h-47m-20s,0.5,107.0,2.0,10.5,120.0
2025-05-23--17h-47m-20s,1.5,103.0,0.0,15.5,120.0
2025-05-23--17h-47m-20s,1.0,108.0,1.0,10.0,120.0
2025-05-23--17h-47m-20s,1.0,99.0,0.0,20.0,120.0
2025-05-23--17h-47m-20s,2.0,102.0,1.0,15.0,120.0
2025-05-23--17h-47m-20s,0.5,106.0,1.0,12.5,120.0
2025-05-23--17h-47m-20s,0.5,103.0,2.0,14.5,120.0
2025-05-23--17h-47m-20s,0.5,102.0,1.0,16.5,120.0
2025-05-23--17h-47m-20s,1.5,101.0,2.0,15.5,120.0
2025-05-23--17h-47m-20s,0.5,100.0,1.0,18.5,120.0
2025-05-23--17h-47m-20s,0.0,104.0,1.0,15.0,120.0
2025-05-23--17h-47m-20s,1.0,106.0,0.0,13.0,120.0
2025-05-23--17h-47m-20s,0.5,102.0,1.0,16.5,120.0
2025-05-23--17h-47m-20s,0.0,101.0,1.0,18.0,120.0
2025-05-23--17h-47m-20s,0.5,103.0,0.0,16.5,120.0
2025-05-23--17h-47m-20s,1.0,105.0,0.0,14.0,120.0
2025-05-23--17h-47m-20s,1.0,101.0,0.0,18.0,120.0
2025-05-23--17h-47m-20s,1.0,101.0,0.0,18.0,120.0
2025-05-23--17h-47m-20s,2.5,102.0,1.0,14.5,120.0
2025-05-23--17h-47m-20s,0.5,107.0,0.0,12.5,120.0
2025-05-23--17h-47m-20s,2.0,106.0,0.0,12.0,120.0
2025-05-23--17h-47m-20s,0.0,103.0,2.0,15.0,120.0
2025-05-23--17h-47m-20s,4.5,101.0,2.0,12.5,120.0
2025-05-23--17h-47m-20s,1.0,101.0,2.0,16.0,120.0
2025-05-23--17h-47m-20s,1.5,100.0,5.0,13.5,120.0
2025-05-23--17h-47m-20s,1.5,104.0,1.0,13.5,120.0
2025-05-23--17h-47m-20s,1.0,98.0,4.0,17.0,120.0
2025-05-23--17h-47m-20s,3.0,103.0,1.0,13.0,120.0
2025-05-23--17h-47m-20s,0.5,99.0,1.0,19.5,120.0
2025-05-23--17h-47m-20s,1.0,106.0,0.0,13.0,120.0
2025-05-23--17h-47m-20s,3.5,103.0,0.0,13.5,120.0
2025-05-23--17h-47m-20s,1.5,100.0,0.0,18.5,120.0
2025-05-23--17h-47m-20s,2.5,99.0,1.0,17.5,120.0
2025-05-23--17h-47m-20s,1.5,99.0,0.0,19.5,120.0
2025-05-23--17h-47m-20s,0.5,94.0,3.0,22.5,120.0
2025-05-23--17h-47m-20s,1.0,104.0,0.0,15.0,120.0
2025-05-23--17h-47m-20s,1.5,101.0,1.0,16.5,120.0
2025-05-23--17h-47m-20s,0.5,99.0,1.0,19.5,120.0
2025-05-23--17h-47m-20s,1.5,102.0,1.0,15.5,120.0
2025-05-23--17h-47m-20s,1.5,105.0,1.0,12.5,120.0
2025-05-23--17h-47m-20s,0.5,104.0,1.0,14.5,120.0
2025-05-23--17h-47m-20s,1.0,103.0,1.0,15.0,120.0
2025-05-23--17h-47m-20s,0.5,101.0,3.0,15.5,120.0
2025-05-23--17h-47m-20s,1.0,102.0,1.0,16.0,120.0
