,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,3922,0,106279,0,0,0,0,0,3597,0,113428,0,0,0,0,22359,619,667,38,1
1,6.67,0,3840,0,105482,0,0,0,0,0,3632,0,112477,0,0,0,0,22607,660,684,41,1
2,7.07,0,3926,0,106363,0,0,0,0,0,3627,0,112826,0,0,0,0,22465,643,657,25,1
3,7.47,0,3786,0,106747,0,0,0,0,0,3653,0,113503,0,0,0,0,22473,650,676,27,1
4,7.87,0,3887,0,105350,0,0,0,0,0,3563,0,113113,0,0,0,0,22369,629,633,48,1
5,8.27,0,3965,0,105881,0,0,0,0,0,3584,0,112889,0,0,0,0,22159,629,722,34,1
6,8.67,0,3894,0,106643,0,0,0,0,0,3717,0,113440,0,0,0,0,22835,683,669,37,1
7,9.07,0,3888,0,105883,0,0,0,0,0,3729,0,113670,0,0,0,0,22635,654,642,30,1
8,9.47,0,3876,0,105605,0,0,0,0,0,3574,0,112937,0,0,0,0,21684,676,695,34,1
9,9.87,0,3964,0,101646,0,0,0,0,0,3640,0,107046,0,0,0,0,12034,573,721,37,1
10,9.97,0,3949,0,99872,0,0,0,0,0,3669,0,105146,0,0,0,0,8241,615,690,45,1
11,10.07,0,4057,0,98086,0,0,0,0,0,3680,0,103121,0,0,0,0,4412,613,720,38,1
12,10.17,0,4024,0,97183,0,0,0,0,0,3578,0,102502,0,0,0,0,1856,619,735,36,1
13,10.27,0,3939,0,95870,0,0,0,0,0,3653,0,100809,0,0,0,0,699,580,720,41,1
14,10.37,0,3840,0,96102,0,0,0,0,0,3653,0,101301,0,0,0,0,1185,610,726,35,1
15,10.47,0,3896,0,96824,0,0,0,0,0,3681,0,102157,0,0,0,0,3291,573,719,34,1
16,10.57,0,3850,0,98262,0,0,0,0,0,3722,0,104764,0,0,0,0,6547,615,710,36,1
17,10.67,0,4131,0,100148,0,0,0,0,0,3603,0,106407,0,0,0,0,10244,617,718,39,1
18,10.77,0,3923,0,102549,0,0,0,0,0,3730,0,107692,0,0,0,0,13789,662,742,24,1
19,11.07,0,3872,0,105241,0,0,0,0,0,3604,0,112024,0,0,0,0,20730,638,661,32,1
20,11.47,0,4066,0,106615,0,0,0,0,0,3673,0,112885,0,0,0,0,22358,644,714,43,1
21,11.87,0,3872,0,104791,0,0,0,0,0,3576,0,112119,0,0,0,0,22116,620,631,52,1
22,12.27,0,3916,0,105136,0,0,0,0,0,3720,0,112271,0,0,0,0,22033,617,653,32,1
23,12.67,0,3981,0,105216,0,0,0,0,0,3623,0,112624,0,0,0,0,22068,627,686,40,1
24,13.07,0,3974,0,105487,0,0,0,0,0,3757,0,112945,0,0,0,0,22320,652,695,44,1
25,13.47,0,3908,0,105457,0,0,0,0,0,3665,0,112783,0,0,0,0,22331,612,706,47,1
26,13.87,0,3932,0,105257,0,0,0,0,0,3596,0,112487,0,0,0,0,21928,593,662,44,1
27,14.27,0,3921,0,105386,0,0,0,0,0,3588,0,112431,0,0,0,0,22239,631,663,24,1
