,Measurement Basis,TT,TR,RT,RR
0,H,71561,74945,90632,65546
1,D,101723,44287,82020,72282
2,R,138078,6920,172662,1404
3,V,73006,74283,89210,67619
4,A,42710,105651,95091,63167
5,L,6711,141699,4069,133399
