Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,93132,5301,131939,4282,225071,9583
1,D,64900,40177,89668,36450,154568,76627
2,R,37628,72217,60700,60363,98328,132580
3,V,4452,112028,7569,99634,12021,211662
4,A,32735,77748,40583,75485,73318,153233
5,L,58545,46028,67397,53175,125942,99203
