Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,66355,541,55748,412,122103,953
1,D,33222,32428,25888,28969,59110,61397
2,R,33435,31921,25903,29092,59338,61013
3,V,385,63247,410,53447,795,116694
4,A,33318,31430,27885,27008,61203,58438
5,L,33292,31919,27008,27938,60300,59857
