detector_a_name,detector_b_name,tomography_setting_t,tomography_setting_r,repetition,coincidences,timestamp
9,12,H,H,0,0,2025-05-30--12h-34m-43s-902297
9,11,H,H,0,0,2025-05-30--12h-34m-43s-902297
9,10,H,H,0,0,2025-05-30--12h-34m-43s-902297
11,12,H,H,0,0,2025-05-30--12h-34m-43s-902297
10,12,H,H,0,0,2025-05-30--12h-34m-43s-902297
10,11,H,H,0,0,2025-05-30--12h-34m-43s-902297
1,9,H,H,0,0,2025-05-30--12h-34m-43s-902297
1,12,H,H,0,0,2025-05-30--12h-34m-43s-902297
1,11,H,H,0,0,2025-05-30--12h-34m-43s-902297
1,10,H,H,0,0,2025-05-30--12h-34m-43s-902297
1,4,H,H,0,2,2025-05-30--12h-34m-43s-902297
1,7,H,H,0,0,2025-05-30--12h-34m-43s-902297
1,2,H,H,0,0,2025-05-30--12h-34m-43s-902297
4,9,H,H,0,0,2025-05-30--12h-34m-43s-902297
4,12,H,H,0,0,2025-05-30--12h-34m-43s-902297
4,11,H,H,0,0,2025-05-30--12h-34m-43s-902297
4,10,H,H,0,0,2025-05-30--12h-34m-43s-902297
4,7,H,H,0,0,2025-05-30--12h-34m-43s-902297
7,9,H,H,0,0,2025-05-30--12h-34m-43s-902297
7,12,H,H,0,0,2025-05-30--12h-34m-43s-902297
7,11,H,H,0,0,2025-05-30--12h-34m-43s-902297
7,10,H,H,0,0,2025-05-30--12h-34m-43s-902297
2,9,H,H,0,0,2025-05-30--12h-34m-43s-902297
2,12,H,H,0,0,2025-05-30--12h-34m-43s-902297
2,11,H,H,0,0,2025-05-30--12h-34m-43s-902297
2,10,H,H,0,0,2025-05-30--12h-34m-43s-902297
2,4,H,H,0,0,2025-05-30--12h-34m-43s-902297
2,7,H,H,0,0,2025-05-30--12h-34m-43s-902297
9,12,H,H,1,2,2025-05-30--12h-34m-43s-927936
9,11,H,H,1,0,2025-05-30--12h-34m-43s-927936
9,10,H,H,1,0,2025-05-30--12h-34m-43s-927936
11,12,H,H,1,0,2025-05-30--12h-34m-43s-927936
10,12,H,H,1,0,2025-05-30--12h-34m-43s-927936
10,11,H,H,1,0,2025-05-30--12h-34m-43s-927936
1,9,H,H,1,0,2025-05-30--12h-34m-43s-927936
1,12,H,H,1,0,2025-05-30--12h-34m-43s-927936
1,11,H,H,1,0,2025-05-30--12h-34m-43s-927936
1,10,H,H,1,0,2025-05-30--12h-34m-43s-927936
1,4,H,H,1,1,2025-05-30--12h-34m-43s-927936
1,7,H,H,1,0,2025-05-30--12h-34m-43s-927936
1,2,H,H,1,0,2025-05-30--12h-34m-43s-927936
4,9,H,H,1,0,2025-05-30--12h-34m-43s-927936
4,12,H,H,1,0,2025-05-30--12h-34m-43s-927936
4,11,H,H,1,0,2025-05-30--12h-34m-43s-927936
4,10,H,H,1,0,2025-05-30--12h-34m-43s-927936
4,7,H,H,1,0,2025-05-30--12h-34m-43s-927936
7,9,H,H,1,0,2025-05-30--12h-34m-43s-927936
7,12,H,H,1,0,2025-05-30--12h-34m-43s-927936
7,11,H,H,1,0,2025-05-30--12h-34m-43s-927936
7,10,H,H,1,0,2025-05-30--12h-34m-43s-927936
2,9,H,H,1,0,2025-05-30--12h-34m-43s-927936
2,12,H,H,1,0,2025-05-30--12h-34m-43s-927936
2,11,H,H,1,0,2025-05-30--12h-34m-43s-927936
2,10,H,H,1,0,2025-05-30--12h-34m-43s-927936
2,4,H,H,1,0,2025-05-30--12h-34m-43s-927936
2,7,H,H,1,0,2025-05-30--12h-34m-43s-927936
9,12,H,H,2,1,2025-05-30--12h-34m-43s-948226
9,11,H,H,2,0,2025-05-30--12h-34m-43s-948226
9,10,H,H,2,0,2025-05-30--12h-34m-43s-948226
11,12,H,H,2,0,2025-05-30--12h-34m-43s-948226
10,12,H,H,2,0,2025-05-30--12h-34m-43s-948226
10,11,H,H,2,0,2025-05-30--12h-34m-43s-948226
1,9,H,H,2,0,2025-05-30--12h-34m-43s-948226
1,12,H,H,2,0,2025-05-30--12h-34m-43s-948226
1,11,H,H,2,0,2025-05-30--12h-34m-43s-948226
1,10,H,H,2,0,2025-05-30--12h-34m-43s-948226
1,4,H,H,2,0,2025-05-30--12h-34m-43s-948226
1,7,H,H,2,0,2025-05-30--12h-34m-43s-948226
1,2,H,H,2,0,2025-05-30--12h-34m-43s-948226
4,9,H,H,2,0,2025-05-30--12h-34m-43s-948226
4,12,H,H,2,0,2025-05-30--12h-34m-43s-948226
4,11,H,H,2,0,2025-05-30--12h-34m-43s-948226
4,10,H,H,2,0,2025-05-30--12h-34m-43s-948226
4,7,H,H,2,0,2025-05-30--12h-34m-43s-948226
7,9,H,H,2,0,2025-05-30--12h-34m-43s-948226
7,12,H,H,2,0,2025-05-30--12h-34m-43s-948226
7,11,H,H,2,0,2025-05-30--12h-34m-43s-948226
7,10,H,H,2,0,2025-05-30--12h-34m-43s-948226
2,9,H,H,2,0,2025-05-30--12h-34m-43s-948226
2,12,H,H,2,0,2025-05-30--12h-34m-43s-948226
2,11,H,H,2,0,2025-05-30--12h-34m-43s-948226
2,10,H,H,2,0,2025-05-30--12h-34m-43s-948226
2,4,H,H,2,0,2025-05-30--12h-34m-43s-948226
2,7,H,H,2,0,2025-05-30--12h-34m-43s-948226
9,12,H,H,3,1,2025-05-30--12h-34m-43s-966322
9,11,H,H,3,0,2025-05-30--12h-34m-43s-966322
9,10,H,H,3,0,2025-05-30--12h-34m-43s-966322
11,12,H,H,3,0,2025-05-30--12h-34m-43s-966322
10,12,H,H,3,0,2025-05-30--12h-34m-43s-966322
10,11,H,H,3,0,2025-05-30--12h-34m-43s-966322
1,9,H,H,3,0,2025-05-30--12h-34m-43s-966322
1,12,H,H,3,0,2025-05-30--12h-34m-43s-966322
1,11,H,H,3,0,2025-05-30--12h-34m-43s-966322
1,10,H,H,3,0,2025-05-30--12h-34m-43s-966322
1,4,H,H,3,0,2025-05-30--12h-34m-43s-966322
1,7,H,H,3,0,2025-05-30--12h-34m-43s-966322
1,2,H,H,3,0,2025-05-30--12h-34m-43s-966322
4,9,H,H,3,0,2025-05-30--12h-34m-43s-966322
4,12,H,H,3,0,2025-05-30--12h-34m-43s-966322
4,11,H,H,3,0,2025-05-30--12h-34m-43s-966322
4,10,H,H,3,0,2025-05-30--12h-34m-43s-966322
4,7,H,H,3,0,2025-05-30--12h-34m-43s-966322
7,9,H,H,3,0,2025-05-30--12h-34m-43s-966322
7,12,H,H,3,0,2025-05-30--12h-34m-43s-966322
7,11,H,H,3,0,2025-05-30--12h-34m-43s-966322
7,10,H,H,3,0,2025-05-30--12h-34m-43s-966322
2,9,H,H,3,0,2025-05-30--12h-34m-43s-966322
2,12,H,H,3,0,2025-05-30--12h-34m-43s-966322
2,11,H,H,3,0,2025-05-30--12h-34m-43s-966322
2,10,H,H,3,0,2025-05-30--12h-34m-43s-966322
2,4,H,H,3,0,2025-05-30--12h-34m-43s-966322
2,7,H,H,3,0,2025-05-30--12h-34m-43s-966322
9,12,H,H,4,0,2025-05-30--12h-34m-43s-987093
9,11,H,H,4,0,2025-05-30--12h-34m-43s-987093
9,10,H,H,4,0,2025-05-30--12h-34m-43s-987093
11,12,H,H,4,0,2025-05-30--12h-34m-43s-987093
10,12,H,H,4,0,2025-05-30--12h-34m-43s-987093
10,11,H,H,4,0,2025-05-30--12h-34m-43s-987093
1,9,H,H,4,0,2025-05-30--12h-34m-43s-987093
1,12,H,H,4,0,2025-05-30--12h-34m-43s-987093
1,11,H,H,4,0,2025-05-30--12h-34m-43s-987093
1,10,H,H,4,0,2025-05-30--12h-34m-43s-987093
1,4,H,H,4,0,2025-05-30--12h-34m-43s-987093
1,7,H,H,4,0,2025-05-30--12h-34m-43s-987093
1,2,H,H,4,0,2025-05-30--12h-34m-43s-987093
4,9,H,H,4,0,2025-05-30--12h-34m-43s-987093
4,12,H,H,4,1,2025-05-30--12h-34m-43s-987093
