Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,32225,32773,31936,33733,64161,66506
1,D,1170,61535,7971,58018,9141,119553
2,R,26167,38515,12219,53256,38386,91771
3,V,34168,30653,32053,33750,66221,64403
4,A,65262,1193,56942,7946,122204,9139
5,L,40201,24769,53337,11996,93538,36765
