Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,112571,16742,112872,13247,225443,29989
1,D,107330,22324,104143,21045,211473,43369
2,R,61436,68765,80030,38953,141466,107718
3,V,16804,114732,22371,81229,39175,195961
4,A,22136,108555,23611,80922,45747,189477
5,L,68202,62389,45975,65163,114177,127552
