theta,n,theta_estimator_mean,theta_estimator_variance
0.6848671984825749,40,0.6767288517114323,0.013114604660352247
0.6911503837897546,40,0.683125808512232,0.013100228997719732
0.6974335690969341,40,0.6895205026035847,0.013086492726305687
0.7037167544041137,40,0.6959130288680853,0.013073352108338487
0.7099999397112933,40,0.7023034760657718,0.013060767144971563
0.7162831250184729,40,0.7086919273405238,0.013048701253912665
0.7225663103256524,40,0.7150784606830929,0.0130371209697282
0.7288494956328321,40,0.7214631493539098,0.013025995666262835
0.7351326809400116,40,0.7278460622686846,0.013015297300420059
0.7414158662471912,40,0.7342272643497165,0.013005000176414705
0.7476990515543708,40,0.740606816845681,0.01299508072950406
0.7539822368615504,40,0.7469847776225251,0.012985517328133911
0.7602654221687299,40,0.7533612014279294,0.012976290093394738
0.7665486074759096,40,0.7597361401316667,0.012967380734660305
0.7728317927830891,40,0.7661096429440057,0.012958772400281093
0.7791149780902688,40,0.772481756614167,0.01295044954222746
0.7853981633974483,40,0.7788525256106776,0.01294239779359141
0.7916813487046279,40,0.7852219922853392,0.012934603857912896
0.7979645340118074,40,0.7915901970223591,0.012927055409325483
0.8042477193189871,40,0.7979571783740877,0.012919741002579976
0.8105309046261667,40,0.8043229731846628,0.012912649992051883
0.8168140899333463,40,0.8106876167027466,0.012905772458898679
0.8230972752405259,40,0.8170511426844265,0.012899099145596171
0.8293804605477054,40,0.8234135834872642,0.01289262139712688
0.8356636458548851,40,0.8297749701563656,0.012886331108166726
0.8419468311620646,40,0.8361353325032601,0.012880220675659637
0.8482300164692442,40,0.8424946991783107,0.012874282956224503
0.8545132017764238,40,0.8488530977372862,0.012868511227895896
0.8607963870836034,40,0.8552105547026784,0.01286289915573291
0.8670795723907829,40,0.8615670956202699,0.01285744076089157
0.8733627576979626,40,0.8679227451114191,0.012852130392784322
0.8796459430051421,40,0.8742775269214687,0.012846962703990217
0.8859291283123217,40,0.8806314639646512,0.012841932627620678
0.8922123136195013,40,0.8869845783658177,0.01283703535687064
0.8984954989266809,40,0.8933368914992778,0.01283226632651635
0.9047786842338604,40,0.8996884240250262,0.012827621196144223
0.9110618695410401,40,0.9060391959225769,0.012823095834929465
0.9173450548482196,40,0.9123892265226219,0.012818686307784821
0.9236282401553992,40,0.9187385345367014,0.012814388862741777
0.9299114254625788,40,0.9250871380850487,0.012810199919428
0.9361946107697584,40,0.9314350547227706,0.012806116058517003
0.942477796076938,40,0.9377823014644835,0.01280213401206498
0.9487609813841176,40,0.9441288948075381,0.012798250654623922
0.9550441666912972,40,0.9504748507539448,0.012794462995061817
0.9613273519984767,40,0.9568201848310804,0.012790768169018807
0.9676105373056564,40,0.9631649121112851,0.012787163431929316
0.9738937226128359,40,0.9695090472304198,0.012783646152563666
0.9801769079200155,40,0.9758526044054581,0.012780213807031982
0.9864600932271951,40,0.9821955974511825,0.01277686397321054
0.9927432785343747,40,0.9885380397960388,0.012773594325554138
0.9990264638415542,40,0.9948799444972134,0.012770402630252864
1.0053096491487339,40,1.0012213242549735,0.012767286740710038
1.0115928344559135,40,1.0075621914263246,0.012764244593312268
1.017876019763093,40,1.0139025580380232,0.012761274203463513
1.0241592050702726,40,1.0202424357989865,0.012758373661865052
1.0304423903774522,40,1.0265818361121297,0.012755541131022063
1.0367255756846319,40,1.032920770085675,0.012752774841957804
1.0430087609918113,40,1.0392592485439498,0.012750073091115643
1.049291946298991,40,1.0455972820377115,0.012747434237449617
1.0555751316061706,40,1.0519348808540245,0.012744856699664409
1.0618583169133502,40,1.0582720550257094,0.012742338953625643
1.0681415022205296,40,1.0646088143403951,0.012739879529896081
1.0744246875277093,40,1.0709451683491853,0.012737477011420362
1.080707872834889,40,1.0772811263749675,0.012735130031322317
1.0869910581420685,40,1.0836166975203825,0.012732837270819752
1.0932742434492482,40,1.0899518906754677,0.012730597457256465
1.0995574287564276,40,1.0962867145249904,0.012728409362224857
1.1058406140636072,40,1.1026211775554973,0.012726271799789357
1.1121237993707869,40,1.1089552880620763,0.012724183624800878
1.1184069846779665,40,1.1152890541548635,0.012722143731288105
1.124690169985146,40,1.121622483765295,0.012720151050937156
1.1309733552923256,40,1.1279555846521185,0.012718204551641854
1.1372565405995052,40,1.1342883644071822,0.01271630323612083
1.1435397259066848,40,1.1406208304610026,0.012714446140606572
1.1498229112138643,40,1.1469529900881317,0.012712632333591989
1.156106096521044,40,1.1532848504123216,0.012710860914640243
1.1623892818282235,40,1.1596164184115039,0.012709131013248998
1.1686724671354032,40,1.1659477009225911,0.012707441787766838
1.1749556524425826,40,1.1722787046461076,0.012705792424361206
1.1812388377497622,40,1.1786094361506587,0.012704182136027198
1.1875220230569419,40,1.1849399018772364,0.012702610161655414
1.1938052083641215,40,1.1912701081433892,0.012701075765128023
1.200088393671301,40,1.1976000611472402,0.01269957823446144
1.2063715789784806,40,1.203929766971373,0.012698116880988985
1.2126547642856602,40,1.2102592315865883,0.012696691038576846
1.2189379495928399,40,1.2165884608555357,0.01269530006287356
1.2252211349000195,40,1.222917460536227,0.012693943330600588
1.231504320207199,40,1.2292462362854373,0.012692620238861307
1.2377875055143785,40,1.2355747936619954,0.012691330204492868
1.2440706908215582,40,1.2419031381299734,0.012690072663435803
1.2503538761287378,40,1.2482312750617721,0.012688847070139175
1.2566370614359172,40,1.2545592097411187,0.012687652896985702
1.2629202467430969,40,1.2608869473659654,0.012686489633744635
1.2692034320502765,40,1.2672144930513074,0.012685356787046853
1.2754866173574562,40,1.2735418518319128,0.012684253879883478
1.2817698026646356,40,1.2798690286649763,0.012683180451122933
1.2880529879718152,40,1.2861960284326923,0.012682136055055526
1.2943361732789949,40,1.29252285594476,0.012681120260947365
1.3006193585861745,40,1.298849515940812,0.012680132652623577
1.306902543893354,40,1.3051760130927823,0.012679172828060414
1.3131857292005336,40,1.311502352007205,0.012678240399003116
1.3194689145077132,40,1.3178285372274527,0.012677334990591538
1.3257520998148928,40,1.3241545732359163,0.012676456241009992
1.3320352851220723,40,1.330480464456129,0.01267560380114574
1.338318470429252,40,1.3368062152548355,0.012674777334264808
1.3446016557364315,40,1.3431318299440074,0.012673976515703123
1.3508848410436112,40,1.349457312782814,0.012673201032566528
1.3571680263507908,40,1.3557826679795382,0.0126724505834519
1.3634512116579702,40,1.362107899693456,0.01267172487817092
1.3697343969651499,40,1.3684330120366661,0.012671023637490508
1.3760175822723295,40,1.3747580090758784,0.012670346592889459
1.3823007675795091,40,1.3810828948341674,0.012669693486315747
1.3885839528866886,40,1.3874076732926826,0.01266906406996493
1.3948671381938682,40,1.3937323483923252,0.012668458106062985
1.4011503235010478,40,1.4000569240353922,0.01266787536665781
1.4074335088082275,40,1.4063814040871814,0.012667315633428933
1.413716694115407,40,1.412705792377574,0.012666778697492997
1.4199998794225865,40,1.4190300927025787,0.012666264359236123
1.4262830647297662,40,1.4253543088258547,0.012665772428134492
1.4325662500369458,40,1.4316784444802004,0.012665302722601357
1.4388494353441252,40,1.4380025033690236,0.012664855069834946
1.4451326206513049,40,1.4443264891677847,0.0126644293056688
1.4514158059584845,40,1.4506504055254146,0.012664025274438995
1.4576989912656642,40,1.456974256065713,0.012663642828861121
1.4639821765728436,40,1.4632980443887296,0.012663281829895734
1.4702653618800232,40,1.4696217740721171,0.012662942146650646
1.4765485471872029,40,1.4759454486724772,0.012662623656262362
1.4828317324943825,40,1.4822690717266809,0.012662326243800148
1.4891149178015621,40,1.4885926467531774,0.012662049802173225
1.4953981031087415,40,1.4949161772532862,0.01266179423204461
1.5016812884159212,40,1.501239666712478,0.012661559441749404
1.5079644737231008,40,1.5075631186016403,0.012661345347223296
1.5142476590302805,40,1.5138865363783334,0.012661151871932397
1.5205308443374599,40,1.5202099234880333,0.012660978946815948
1.5268140296446395,40,1.52653328336537,0.012660826510228151
1.5330972149518192,40,1.5328566194353512,0.012660694507889758
1.5393804002589988,40,1.539179935114583,0.012660582892846772
1.5456635855661782,40,1.5455032338124814,0.012660491625430481
1.5519467708733579,40,1.5518265189324807,0.012660420673226813
1.5582299561805375,40,1.5581497938732334,0.012660370011052802
1.5645131414877171,40,1.564473062029811,0.012660339620933492
1.5707963267948966,40,1.5707963267948966,0.012660329492091726
1.5770795121020762,40,1.5771195915599827,0.012660339620933492
1.5833626974092558,40,1.5834428597165597,0.012660370011052358
1.5896458827164355,40,1.5897661346573124,0.012660420673226369
1.595929068023615,40,1.5960894197773112,0.012660491625430481
1.6022122533307945,40,1.6024127184752102,0.012660582892847216
1.6084954386379742,40,1.608736034154442,0.012660694507890202
1.6147786239451538,40,1.6150593702244236,0.012660826510228151
1.6210618092523335,40,1.6213827301017598,0.012660978946816392
1.6273449945595129,40,1.62770611721146,0.012661151871932397
1.6336281798666925,40,1.634029534988153,0.012661345347222852
1.6399113651738721,40,1.6403529868773155,0.012661559441749404
1.6461945504810518,40,1.6466764763365074,0.01266179423204461
1.6524777357882312,40,1.6530000068366162,0.01266204980217367
1.6587609210954108,40,1.6593235818631125,0.012662326243800148
1.6650441064025905,40,1.6656472049173163,0.012662623656261918
1.6713272917097701,40,1.671970879517676,0.01266294214665109
1.6776104770169495,40,1.678294609201064,0.012663281829895734
1.6838936623241292,40,1.6846183975240798,0.012663642828860233
1.6901768476313088,40,1.6909422480643785,0.012664025274439883
1.6964600329384885,40,1.6972661644220084,0.012664429305668357
1.7027432182456679,40,1.7035901502207698,0.012664855069834946
1.7090264035528475,40,1.7099142091095931,0.012665302722602245
1.7153095888600272,40,1.7162383447639393,0.012665772428133604
1.7215927741672068,40,1.7225625608872144,0.01266626435923568
1.7278759594743862,40,1.7288868612122192,0.012666778697493442
1.7341591447815659,40,1.7352112495026117,0.01266731563342871
1.7404423300887455,40,1.7415357295544016,0.01266787536665781
1.7467255153959251,40,1.747860305197468,0.01266845810606343
1.7530087007031048,40,1.754184980297111,0.012669064069965152
1.7592918860102842,40,1.7605097587556258,0.012669693486315303
1.7655750713174638,40,1.766834644513915,0.012670346592889015
1.7718582566246435,40,1.7731596415531272,0.012671023637491174
1.778141441931823,40,1.7794847538963374,0.012671724878170032
1.7844246272390025,40,1.7858099856102554,0.012672450583452566
1.7907078125461822,40,1.7921353408069796,0.012673201032567416
1.7969909978533618,40,1.7984608236457857,0.012673976515703345
1.8032741831605414,40,1.804786438334958,0.012674777334264586
1.8095573684677209,40,1.811112189133664,0.012675603801146629
1.8158405537749005,40,1.817438080353877,0.012676456241010658
1.8221237390820801,40,1.823764116362341,0.012677334990591316
1.8284069243892598,40,1.8300903015825878,0.012678240399004004
1.8346901096964392,40,1.8364166404970106,0.012679172828061525
1.8409732950036188,40,1.8427431376489818,0.012680132652622689
1.8472564803107985,40,1.8490697976450339,0.012681120260947143
1.8535396656179781,40,1.855396625157101,0.01268213605505597
1.8598228509251575,40,1.861723624924817,0.012683180451123377
1.8661060362323372,40,1.86805080175788,0.012684253879884366
1.8723892215395168,40,1.874378160538486,0.012685356787047741
1.8786724068466965,40,1.8807057062238277,0.012686489633744635
1.884955592153876,40,1.8870334438486747,0.01268765289698548
1.8912387774610555,40,1.893361378528021,0.012688847070138731
1.8975219627682351,40,1.8996895154598203,0.012690072663434915
1.9038051480754148,40,1.9060178599277982,0.012691330204490647
1.9100883333825944,40,1.912346417304356,0.01269262023886153
1.9163715186897738,40,1.9186751930535662,0.01269394333060081
1.9226547039969535,40,1.925004192734258,0.01269530006287356
1.9289378893041331,40,1.9313334220032052,0.012696691038575292
1.9352210746113128,40,1.9376628866184207,0.01269811688098832
1.9415042599184922,40,1.943992592442553,0.012699578234461661
1.9477874452256718,40,1.9503225454464042,0.012701075765127356
1.9540706305328515,40,1.956652751712557,0.01270261016165497
1.960353815840031,40,1.9629832174391348,0.012704182136026532
1.9666370011472105,40,1.9693139489436853,0.012705792424359874
1.9729201864543902,40,1.9756449526672029,0.012707441787766616
1.9792033717615698,40,1.9819762351782895,0.012709131013249664
1.9854865570687494,40,1.988307803177471,0.012710860914641575
1.9917697423759289,40,1.994639663501661,0.012712632333591323
1.9980529276831085,40,2.0009718231287903,0.012714446140607905
2.004336112990288,40,2.0073042891826116,0.012716303236121718
2.0106192982974678,40,2.0136370689376744,0.01271820455164363
2.0169024836046474,40,2.0199701698244983,0.012720151050937822
2.023185668911827,40,2.026303599434929,0.012722143731289215
2.0294688542190067,40,2.0326373655277172,0.0127241836248011
2.035752039526186,40,2.038971476034296,0.012726271799789579
2.0420352248333655,40,2.0453059390648027,0.01272840936222508
2.048318410140545,40,2.051640762914325,0.012730597457258241
2.054601595447725,40,2.05797595606941,0.012732837270821307
2.0608847807549044,40,2.0643115272148256,0.01273513003132365
2.067167966062084,40,2.0706474852406083,0.012737477011421028
2.0734511513692637,40,2.0769838392493982,0.012739879529896747
2.0797343366764434,40,2.0833205985640837,0.012742338953626309
2.0860175219836226,40,2.089657772735769,0.012744856699661966
2.092300707290802,40,2.0959953715520814,0.012747434237449617
2.098583892597982,40,2.1023334050458433,0.012750073091115866
2.1048670779051615,40,2.1086718835041185,0.012752774841954917
2.111150263212341,40,2.1150108174776636,0.012755541131022063
2.1174334485195208,40,2.1213502177908072,0.012758373661865718
2.1237166338267004,40,2.1276900955517704,0.012761274203463735
2.12999981913388,40,2.1340304621634694,0.012764244593311602
2.1362830044410592,40,2.1403713293348194,0.01276728674071137
2.142566189748239,40,2.1467127090925797,0.012770402630253308
2.1488493750554185,40,2.153054613793754,0.012773594325555138
2.155132560362598,40,2.1593970561386104,0.012776863973209984
2.161415745669778,40,2.165740049184335,0.012780213807032759
2.1676989309769574,40,2.1720836063593736,0.012783646152563222
2.173982116284137,40,2.1784277414785085,0.012787163431927873
2.1802653015913167,40,2.184772468758713,0.01279076816901803
2.1865484868984963,40,2.191117802835849,0.012794462995061373
2.1928316722056755,40,2.1974637587822548,0.012798250654625143
2.199114857512855,40,2.2038103521253096,0.012802134012065203
2.205398042820035,40,2.2101575988670223,0.01280611605851778
2.2116812281272145,40,2.2165055155047444,0.012810199919427667
2.217964413434394,40,2.2228541190530917,0.012814388862742554
2.2242475987415737,40,2.229203427067171,0.012818686307785043
2.2305307840487534,40,2.2355534576672165,0.012823095834928466
2.236813969355933,40,2.241904229564767,0.01282762119614489
2.243097154663112,40,2.2482557620905155,0.012832266326515906
2.249380339970292,40,2.2546080752239757,0.012837035356869642
2.2556635252774715,40,2.260961189625142,0.012841932627622121
2.261946710584651,40,2.2673151266683247,0.012846962703989995
2.2682298958918308,40,2.2736699084783747,0.012852130392783323
2.2745130811990104,40,2.280025557969523,0.012857440760891237
2.28079626650619,40,2.2863820988871146,0.012862899155733132
2.2870794518133697,40,2.292739555852508,0.01286851122789301
2.2933626371205493,40,2.2990979544114833,0.012874282956222949
2.2996458224277285,40,2.3054573210865326,0.012880220675661747
2.305929007734908,40,2.3118176834334276,0.012886331108165727
2.312212193042088,40,2.318179070102529,0.012892621397126547
2.3184953783492674,40,2.3245415109053673,0.012899099145594839
2.324778563656447,40,2.3309050368870463,0.012905772458899456
2.3310617489636267,40,2.33726968040513,0.012912649992053105
2.3373449342708064,40,2.343635475215706,0.01291974100258031
2.343628119577986,40,2.3500024565674345,0.012927055409325483
2.349911304885165,40,2.356370661304454,0.012934603857909899
2.356194490192345,40,2.362740127979116,0.012942397793590743
2.3624776754995245,40,2.3691108969756263,0.01295044954222746
2.368760860806704,40,2.3754830106457874,0.01295877240028176
2.3750440461138838,40,2.3818565134581267,0.012967380734659528
2.3813272314210634,40,2.3882314521618637,0.012976290093396514
2.387610416728243,40,2.3946078759672687,0.0129855173281328
2.3938936020354227,40,2.4009858367441117,0.01299508072950406
2.400176787342602,40,2.4073653892400766,0.013005000176415038
2.4064599726497815,40,2.4137465913211074,0.013015297300422723
2.412743157956961,40,2.4201295042358835,0.013025995666262169
2.419026343264141,40,2.4265141929067,0.013037120969729088
2.4253095285713204,40,2.4329007262492697,0.01304870125391222
2.4315927138785,40,2.4392891775240213,0.013060767144971841
2.4378758991856797,40,2.4456796247217083,0.0130733521083366
2.4441590844928593,40,2.4520721509862087,0.013086492726306354
2.450442269800039,40,2.458466845077562,0.013100228997718233
2.456725455107218,40,2.4648638018783613,0.01311460466035097
2.463008640414398,40,2.4712631229467235,0.013129667536298406
2.4692918257215775,40,2.4776649171190814,0.013145469900423201
2.475575011028757,40,2.4840693011660466,0.013162068871650945
2.4818581963359367,40,2.4904764005045816,0.0131795268262751
2.4881413816431164,40,2.496886349969573,0.01319791183224428
2.494424566950296,40,2.5032992946477743,0.013217298102615516
2.5007077522574757,40,2.5097153907768197,0.01323776646587227
2.506990937564655,40,2.516134806711705,0.013259404849966572
2.5132741228718345,40,2.522557723960687,0.013282308776302543
2.519557308179014,40,2.5289843382920423,0.013306581858770983
2.5258404934861938,40,2.5354148609124567,0.013332336302184444
2.5321236787933734,40,2.5418495197170277,0.013359693393181438
2.538406864100553,40,2.5482885606099503,0.013388783975670115
2.5446900494077327,40,2.5547322488938518,0.013419748901522865
2.5509732347149123,40,2.5611808707244776,0.013452739445963147
2.557256420022092,40,2.5676347346260417,0.01348791767570301
2.563539605329271,40,2.574094173060876,0.013525456756410037
2.569822790636451,40,2.5805595440452818,0.013565541184650698
2.5761059759436304,40,2.5870312328013982,0.013608366927941873
2.58238916125081,40,2.5935096534327933,0.013654141455037738
2.5886723465579897,40,2.5999952506089907,0.01370308363722117
2.5949555318651694,40,2.6064885012416603,0.013755423499778985
2.601238717172349,40,2.612989916132313,0.013811401801898882
2.6075219024795286,40,2.6195000415684935,0.013871269421687593
2.613805087786708,40,2.626019460842322,0.013935286522391621
2.6200882730938875,40,2.632548795661991,0.014003721475025266
2.626371458401067,40,2.639088707423549,0.014076849512196787
2.6326546437082468,40,2.6456398983068494,0.014154951087907541
2.6389378290154264,40,2.6522031121561516,0.014238309918336967
2.645221014322606,40,2.6587791351024515,0.014327210679533131
2.6515041996297857,40,2.6653687958812955,0.014421936339025443
2.6577873849369653,40,2.671972965796613,0.014522765100550394
2.6640705702441445,40,2.6785925582781465,0.01462996694335228
2.670353755551324,40,2.685228527977284,0.014743799740976726
2.676636940858504,40,2.691881869343768,0.014864504948323365
2.6829201261656834,40,2.6985536146237696,0.014992302850654227
2.689203311472863,40,2.7052448312184056,0.015127387373847334
2.6954864967800427,40,2.7119566183409183,0.01526992046181519
2.7017696820872223,40,2.7186901029106245,0.015420026034333567
2.708052867394402,40,2.7254464346223437,0.015577783547053414
2.7143360527015816,40,2.7322267801315485,0.015743221184646217
2.720619238008761,40,2.7390323162979366,0.015916308728082917
2.7269024233159405,40,2.7458642224335645,0.016096950148249967
2.73318560862312,40,2.752723671506355,0.016284975989467654
2.7394687939302997,40,2.759611820255494,0.016480135619056036
2.7457519792374794,40,2.766529798182215,0.016682089431769853
2.752035164544659,40,2.773478695387737,0.01689040111103779
2.7583183498518387,40,2.7804595492396076,0.017104530062343137
2.7646015351590183,40,2.787473329858506,0.017323824147022826
2.7708847204661975,40,2.794520924429659,0.017547512857635894
2.777167905773377,40,2.8016031203562584,0.01777470108813528
2.7834510910805568,40,2.808720587286833,0.01800436366286906
2.7897342763877364,40,2.8158738580639833,0.01823534079834399
2.796017461694916,40,2.8230633086585093,0.018466334679104968
2.8023006470020957,40,2.8302891371702854,0.018695907334871364
2.8085838323092753,40,2.8375513419952982,0.018922480008798814
2.814867017616455,40,2.8448496992768337,0.01914433420637529
2.8211502029236346,40,2.8521837397775505,0.01935961461085256
2.827433388230814,40,2.8595527253281112,0.019566334042989908
2.8337165735379934,40,2.866955625026618,0.01976238063087088
2.839999758845173,40,2.8743910913812094,0.019945527338677493
2.8462829441523527,40,2.8818574366055794,0.020113443981227164
2.8525661294595324,40,2.889352609293346,0.020263711824151542
2.858849314766712,40,2.8968741717119966,0.020393840837128252
2.8651325000738916,40,2.9044192779702707,0.020501289630049158
2.8714156853810713,40,2.9119846533237688,0.020583488059108035
2.8776988706882505,40,2.919566574892259,0.02063786244235999
2.88398205599543,40,2.9271608540681573,0.020661863272353642
2.8902652413026098,40,2.934762820898598,0.020652995257847806
2.8965484266097894,40,2.942367310723456,0.020608849467956603
2.902831611916969,40,2.9499686533479834,0.020527137291836084
2.9091147972241487,40,2.9575606650216324,0.02040572586557765
2.9153979825313283,40,2.965136643483591,0.020242674557430007
2.921681167838508,40,2.9726893663208576,0.02003627204375391
2.927964353145687,40,2.980211092865928,0.019785073452899482
2.934247538452867,40,2.9876935698386786,0.019487937004470268
2.9405307237600464,40,2.9951280409106307,0.019144059528390045
2.946813909067226,40,3.002505260339799,0.01875301021374476
2.9530970943744057,40,3.009815510790824,0.018314761913547528
2.9593802796815853,40,3.0170486254184192,0.017829719319125914
2.965663464988765,40,3.0241940142525827,0.01729874331896042
2.9719466502959446,40,3.0312406948819817,0.016723170872074533
2.9782298356031243,40,3.0381773273877943,0.016104829756811156
2.9845130209103035,40,3.044992253434634,0.015446047602237556
2.990796206217483,40,3.0516735393784975,0.014749654672153056
2.9970793915246627,40,3.058209023204549,0.014018979949774746
3.0033625768318424,40,3.064586365060625,0.01325784016507825
3.009645762139022,40,3.070793101106199,0.012470521514023503
3.0159289474462017,40,3.076816700351893,0.011661753939344877
3.0222121327533813,40,3.0826446241220737,0.010836677972797304
3.028495318060561,40,3.088264387733289,0.010000804277533248
3.03477850336774,40,3.0936636239448405,0.009159966172846978
3.0410616886749198,40,3.0988301477055287,0.008320265569325969
3.0473448739820994,40,3.103752021692545,0.00748801288673917
3.053628059289279,40,3.1084176221158684,0.006669661666503401
