delta_phi,theta,n,delta_phi_estimator_mean,delta_phi_estimator_variance
1.0587167242597604,0.7853981633974483,120,1.0644843768855414,0.009178104818185817
1.0618583169133502,0.7853981633974483,120,1.0677167737705178,0.00918934541183547
1.06499990956694,0.7853981633974483,120,1.0709503987294127,0.00920102190429306
1.0681415022205296,0.7853981633974483,120,1.0741852973540418,0.009213153542473762
1.0712830948741194,0.7853981633974483,120,1.077421517219913,0.009225760371389446
1.0744246875277093,0.7853981633974483,120,1.0806591079710528,0.00923886325144685
1.077566280181299,0.7853981633974483,120,1.083898121407025,0.009252483874453876
1.080707872834889,0.7853981633974483,120,1.0871386115720352,0.009266644778149313
1.0838494654884787,0.7853981633974483,120,1.0903806348460185,0.009281369359015024
1.0869910581420685,0.7853981633974483,120,1.093624250037558,0.009296681883153468
1.0901326507956584,0.7853981633974483,120,1.0968695184784958,0.009312607494973202
1.0932742434492482,0.7853981633974483,120,1.1001165041200394,0.00932917222341878
1.0964158361028378,0.7853981633974483,120,1.103365273630163,0.009346402985479285
1.0995574287564276,0.7853981633974483,120,1.1066158964920747,0.009364327586653065
1.1026990214100174,0.7853981633974483,120,1.1098684451034773,0.009382974718096238
