N,nu,delta_phi,bias,VarCRB_scaled
40,1,0.329867228626928,-0.0281002696244208,1.57846453703456
40,1,0.333008821280518,-0.0275685024187167,1.56976424167371
40,1,0.336150413934108,-0.0270454801982645,1.56095062773357
40,1,0.339292006587698,-0.0265312453256755,1.55204133074575
40,1,0.342433599241288,-0.0260258257947423,1.54305332289949
40,1,0.345575191894877,-0.0255292359298976,1.53400290646395
40,1,0.348716784548467,-0.0250414770761869,1.52490570945978
40,1,0.351858377202057,-0.024562538278729,1.51577668346819
40,1,0.354999969855647,-0.024092396950719,1.50663010346456
40,1,0.358141562509236,-0.0236310195290935,1.49747956956238
40,1,0.361283155162826,-0.0231783621170522,1.48833801055317
40,1,0.364424747816416,-0.0227343711126989,1.47921768912802
40,1,0.367566340470006,-0.0222989838231403,1.47013020866716
40,1,0.370707933123596,-0.0218721290634415,1.46108652148487
40,1,0.373849525777185,-0.0214537277399056,1.45209693841848
40,1,0.376991118430775,-0.0210436934172194,1.4431711396524
40,1,0.380132711084365,-0.0206419328690513,1.4343181866695
40,1,0.383274303737955,-0.0202483466117712,1.42554653522561
40,1,0.386415896391545,-0.0198628294210029,1.41686404924488
40,1,0.389557489045134,-0.0194852708307882,1.408278015537
40,1,0.392699081698724,-0.0191155556151927,1.3997951592406
40,1,0.395840674352314,-0.0187535642522339,1.39142165990016
40,1,0.398982267005904,-0.0183991733700714,1.38316316808777
40,1,0.402123859659494,-0.0180522561754322,1.37502482248422
40,1,0.405265452313083,-0.0177126828643069,1.36701126733808
40,1,0.408407044966673,-0.0173803210149825,1.35912667022501
40,1,0.411548637620263,-0.0170550359635229,1.35137474003339
40,1,0.414690230273853,-0.0167366911618505,1.34375874510666
40,1,0.417831822927443,-0.0164251485186105,1.33628153147627
40,1,0.420973415581032,-0.0161202687230378,1.32894554112306
40,1,0.424115008234622,-0.015821911552076,1.32175283020935
40,1,0.427256600888212,-0.0155299361610288,1.3147050872273
40,1,0.430398193541802,-0.0152442013580417,1.30780365101311
40,1,0.433539786195392,-0.0149645658627527,1.30104952858053
40,1,0.436681378848981,-0.0146908885494503,1.29444341273084
40,1,0.439822971502571,-0.0144230286751154,1.28798569939968
40,1,0.442964564156161,-0.0141608460927294,1.28167650470512
40,1,0.446106156809751,-0.0139042014502541,1.27551568166459
40,1,0.44924774946334,-0.0136529563756904,1.26950283655127
40,1,0.45238934211693,-0.0134069736486505,1.26363734486436
40,1,0.45553093477052,-0.0131661173588686,1.25791836688989
40,1,0.45867252742411,-0.0129302530520999,1.25234486283258
40,1,0.4618141200777,-0.0126992478638532,1.24691560750127
40,1,0.464955712731289,-0.0124729706414042,1.2416292045334
40,1,0.468097305384879,-0.0122512920545543,1.236484100147
40,1,0.471238898038469,-0.0120340846955772,1.23147859641
40,1,0.474380490692059,-0.0118212231688218,1.22661086402033
40,1,0.477522083345649,-0.0116125841704109,1.22187895459082
40,1,0.480663675999238,-0.0114080465585015,1.21728081243699
40,1,0.483805268652828,-0.0112074914145371,1.21281428586482
40,1,0.486946861306418,-0.0110108020959483,1.20847713796085
40,1,0.490088453960008,-0.0108178642807257,1.20426705688525
40,1,0.493230046613598,-0.0106285660043006,1.20018166567222
40,1,0.496371639267187,-0.0104427976891507,1.19621853154271
40,1,0.499513231920777,-0.0102604521675453,1.19237517473541
40,1,0.502654824574367,-0.0100814246978324,1.18864907686369
40,1,0.505796417227957,-0.00990561297465997,1.18503768880682
40,1,0.508938009881547,-0.00973291713351609,1.18153843814492
40,1,0.512079602535136,-0.00956323974996109,1.17814873614774
40,1,0.515221195188726,-0.00939648583391184,1.17486598432836
40,1,0.518362787842316,-0.00923256281932716,1.17168758057327
40,1,0.521504380495906,-0.00907138054963619,1.16861092486103
40,1,0.524645973149495,-0.00891285125923402,1.16563342458206
40,1,0.527787565803085,-0.00875688955135834,1.1627524994727
40,1,0.530929158456675,-0.00860341237264939,1.15996558617648
40,1,0.534070751110265,-0.00845233898468944,1.15727014244671
40,1,0.537212343763855,-0.00830359093278676,1.15466365100345
40,1,0.540353936417444,-0.00815709201228365,1.15214362305934
40,1,0.543495529071034,-0.00801276823263397,1.14970760152759
40,1,0.546637121724624,-0.00787054777949103,1.14735316392635
40,1,0.549778714378214,-0.00773036097504065,1.14507792499344
40,1,0.552920307031804,-0.00759214023679478,1.14287953902469
40,1,0.556061899685393,-0.00745582003504763,1.14075570195008
40,1,0.559203492338983,-0.00732133684919445,1.13870415316043
40,1,0.562345084992573,-0.00718862912309814,1.13672267709888
40,1,0.565486677646163,-0.00705763721966779,1.13480910462898
40,1,0.568628270299753,-0.00692830337481898,1.13296131419295
40,1,0.571769862953342,-0.00680057165096848,1.13117723277248
40,1,0.574911455606932,-0.00667438789019681,1.12945483666364
40,1,0.578053048260522,-0.00654969966722052,1.1277921520783
40,1,0.581194640914112,-0.0064264562422901,1.12618725558331
40,1,0.584336233567702,-0.00630460851413084,1.12463827438843
40,1,0.587477826221291,-0.00618410897303101,1.12314338649393
40,1,0.590619418874881,-0.00606491165417122,1.12170082070791
40,1,0.593761011528471,-0.00594697209128814,1.12030885654371
40,1,0.596902604182061,-0.00583024727075143,1.11896582400691
40,1,0.600044196835651,-0.00571469558612081,1.11767010328021
40,1,0.60318578948924,-0.00560027679326636,1.11642012431691
40,1,0.60632738214283,-0.00548695196608995,1.11521436634916
40,1,0.60946897479642,-0.00537468345292069,1.11405135732069
40,1,0.61261056745001,-0.00526343483361935,1.11292967325082
40,1,0.6157521601036,-0.00515317087743838,1.11184793753718
40,1,0.618893752757189,-0.00504385750167369,1.11080482020399
40,1,0.622035345410779,-0.00493546173113513,1.10979903710238
40,1,0.625176938064369,-0.00482795165847061,1.10882934906914
40,1,0.628318530717959,-0.00472129640535668,1.10789456104938
40,1,0.631460123371548,-0.00461546608457675,1.1069935211885
40,1,0.634601716025138,-0.00451043176300303,1.10612511989892
40,1,0.637743308678728,-0.00440616542548933,1.10528828890625
40,1,0.640884901332318,-0.00430263993967994,1.10448200027889
40,1,0.644026493985908,-0.00419982902174165,1.10370526544594
40,1,0.647168086639497,-0.00409770720301983,1.10295713420719
40,1,0.650309679293087,-0.00399624979761037,1.10223669373805
40,1,0.653451271946677,-0.00389543287084948,1.10154306759383
40,1,0.656592864600267,-0.00379523320871145,1.10087541471561
40,1,0.659734457253857,-0.00369562828810222,1.10023292844069
40,1,0.662876049907446,-0.0035965962480492,1.09961483552113
40,1,0.666017642561036,-0.00349811586175464,1.09902039515086
40,1,0.669159235214626,-0.00340016650952357,1.09844889800582
40,1,0.672300827868216,-0.00330272815252342,1.09789966529686
40,1,0.675442420521806,-0.00320578130738747,1.09737204783928
40,1,0.678584013175395,-0.00310930702161349,1.09686542513877
40,1,0.681725605828985,-0.00301328684976654,1.09637920449646
40,1,0.684867198482575,-0.00291770283044823,1.09591282013401
40,1,0.688008791136165,-0.00282253746401528,1.0954657323391
40,1,0.691150383789755,-0.00272777369103294,1.09503742663387
40,1,0.694291976443344,-0.00263339487143666,1.09462741296601
40,1,0.697433569096934,-0.00253938476437354,1.09423522492305
40,1,0.700575161750524,-0.00244572750871541,1.09386041897173
40,1,0.703716754404114,-0.00235240760420907,1.09350257372216
40,1,0.706858347057704,-0.00225940989324214,1.09316128921678
40,1,0.709999939711293,-0.00216671954320646,1.09283618624574
40,1,0.713141532364883,-0.00207432202943247,1.09252690568799
40,1,0.716283125018473,-0.00198220311867103,1.092233107879
40,1,0.719424717672063,-0.00189034885309458,1.09195447200406
40,1,0.722566310325652,-0.00179874553480863,1.09169069551943
40,1,0.725707902979242,-0.00170737971083201,1.09144149359916
40,1,0.728849495632832,-0.00161623815853484,1.09120659860879
40,1,0.731991088286422,-0.00152530787150862,1.09098575960608
40,1,0.735132680940012,-0.00143457604584352,1.09077874186809
40,1,0.738274273593601,-0.00134403006678596,1.09058532644442
40,1,0.741415866247191,-0.00125365749577022,1.09040530973792
40,1,0.744557458900781,-0.00116344605777507,1.09023850311059
40,1,0.747699051554371,-0.0010733836290121,1.09008473251672
40,1,0.750840644207961,-0.000983458224899203,1.08994383816154
40,1,0.75398223686155,-0.000893657988311536,1.08981567418603
40,1,0.75712382951514,-0.000803971178085283,1.08970010837747
40,1,0.76026542216873,-0.000714386157749325,1.08959702190622
40,1,0.76340701482232,-0.000624891384464421,1.08950630908694
40,1,0.76654860747591,-0.000535475398150353,1.08942787716642
40,1,0.769690200129499,-0.00044612681078493,1.08936164613661
40,1,0.772831792783089,-0.000356834295834996,1.08930754857157
40,1,0.775973385436679,-0.000267586577823331,1.08926552949143
40,1,0.779114978090269,-0.000178372421992812,1.08923554624983
40,1,0.782256570743859,-8.9180624055385e-05,1.08921756844737
40,1,0.785398163397448,4.44089209850063e-16,1.08921157786898
40,1,0.788539756051038,8.91806240552739e-05,1.08921756844742
40,1,0.791681348704628,0.000178372421992923,1.08923554624993
40,1,0.794822941358218,0.000267586577823331,1.08926552949144
40,1,0.797964534011807,0.000356834295835218,1.08930754857155
40,1,0.801106126665397,0.00044612681078493,1.08936164613662
40,1,0.804247719318987,0.000535475398150798,1.08942787716646
40,1,0.807389311972577,0.000624891384463977,1.08950630908687
40,1,0.810530904626167,0.00071438615774877,1.08959702190623
40,1,0.813672497279756,0.000803971178085616,1.08970010837751
40,1,0.816814089933346,0.000893657988311647,1.08981567418602
40,1,0.819955682586936,0.000983458224899203,1.08994383816156
40,1,0.823097275240526,0.00107338362901255,1.09008473251671
40,1,0.826238867894115,0.00116344605777552,1.09023850311055
40,1,0.829380460547705,0.00125365749577,1.09040530973792
40,1,0.832522053201295,0.00134403006678641,1.09058532644443
40,1,0.835663645854885,0.00143457604584385,1.09077874186807
40,1,0.838805238508475,0.00152530787150873,1.09098575960612
40,1,0.841946831162064,0.00161623815853473,1.09120659860876
40,1,0.845088423815654,0.00170737971083224,1.09144149359909
40,1,0.848230016469244,0.00179874553480841,1.09169069551944
40,1,0.851371609122834,0.00189034885309447,1.09195447200409
40,1,0.854513201776424,0.0019822031186707,1.09223310787904
40,1,0.857654794430013,0.00207432202943303,1.09252690568804
40,1,0.860796387083603,0.00216671954320624,1.09283618624573
40,1,0.863937979737193,0.00225940989324158,1.09316128921684
40,1,0.867079572390783,0.00235240760420896,1.09350257372221
40,1,0.870221165044373,0.00244572750871541,1.09386041897177
40,1,0.873362757697962,0.0025393847643731,1.09423522492302
40,1,0.876504350351552,0.00263339487143643,1.09462741296595
40,1,0.879645943005142,0.00272777369103305,1.09503742663389
40,1,0.882787535658732,0.00282253746401473,1.09546573233909
40,1,0.885929128312322,0.00291770283044812,1.09591282013402
40,1,0.889070720965911,0.00301328684976698,1.09637920449654
40,1,0.892212313619501,0.00310930702161394,1.09686542513874
40,1,0.895353906273091,0.00320578130738747,1.09737204783928
40,1,0.898495498926681,0.00330272815252342,1.0978996652969
40,1,0.901637091580271,0.00340016650952313,1.09844889800581
40,1,0.90477868423386,0.00349811586175441,1.09902039515089
40,1,0.90792027688745,0.00359659624804876,1.0996148355211
40,1,0.91106186954104,0.00369562828810244,1.10023292844065
40,1,0.91420346219463,0.00379523320871122,1.10087541471558
40,1,0.91734505484822,0.0038954328708497,1.10154306759382
40,1,0.920486647501809,0.00399624979761015,1.10223669373805
40,1,0.923628240155399,0.00409770720301961,1.1029571342072
40,1,0.926769832808989,0.00419982902174199,1.10370526544589
40,1,0.929911425462579,0.00430263993968005,1.10448200027886
40,1,0.933053018116168,0.00440616542548933,1.10528828890628
40,1,0.936194610769758,0.0045104317630027,1.10612511989901
40,1,0.939336203423348,0.00461546608457652,1.10699352118847
40,1,0.942477796076938,0.00472129640535668,1.10789456104936
40,1,0.945619388730528,0.00482795165846994,1.10882934906918
40,1,0.948760981384117,0.00493546173113502,1.10979903710234
40,1,0.951902574037707,0.00504385750167358,1.11080482020398
40,1,0.955044166691297,0.00515317087743905,1.11184793753717
40,1,0.958185759344887,0.00526343483361957,1.11292967325083
40,1,0.961327351998477,0.00537468345292025,1.11405135732071
40,1,0.964468944652066,0.00548695196609006,1.11521436634911
40,1,0.967610537305656,0.00560027679326658,1.11642012431689
40,1,0.970752129959246,0.00571469558612125,1.11767010328022
40,1,0.973893722612836,0.0058302472707511,1.11896582400695
40,1,0.977035315266426,0.00594697209128936,1.12030885654367
40,1,0.980176907920015,0.00606491165417145,1.12170082070788
40,1,0.983318500573605,0.00618410897303123,1.12314338649392
40,1,0.986460093227195,0.00630460851413117,1.12463827438841
40,1,0.989601685880785,0.00642645624228955,1.12618725558341
40,1,0.992743278534375,0.00654969966722074,1.12779215207826
40,1,0.995884871187964,0.00667438789019759,1.12945483666353
40,1,0.999026463841554,0.00680057165096815,1.1311772327725
40,1,1.00216805649514,0.00692830337481887,1.13296131419295
40,1,1.00530964914873,0.00705763721966779,1.13480910462892
40,1,1.00845124180232,0.00718862912309803,1.13672267709893
40,1,1.01159283445591,0.00732133684919423,1.13870415316047
40,1,1.0147344271095,0.00745582003504741,1.14075570195004
40,1,1.01787601976309,0.00759214023679577,1.14287953902464
40,1,1.02101761241668,0.00773036097504076,1.14507792499342
40,1,1.02415920507027,0.00787054777949092,1.14735316392631
40,1,1.02730079772386,0.00801276823263364,1.14970760152762
40,1,1.03044239037745,0.00815709201228421,1.15214362305931
40,1,1.03358398303104,0.00830359093278621,1.15466365100353
40,1,1.03672557568463,0.00845233898468978,1.15727014244662
40,1,1.03986716833822,0.00860341237264972,1.1599655861764
40,1,1.04300876099181,0.00875688955135789,1.16275249947272
40,1,1.0461503536454,0.00891285125923424,1.16563342458207
40,1,1.04929194629899,0.00907138054963585,1.16861092486108
40,1,1.05243353895258,0.00923256281932705,1.1716875805733
40,1,1.05557513160617,0.00939648583391195,1.17486598432833
40,1,1.05871672425976,0.00956323974996209,1.17814873614764
40,1,1.06185831691335,0.00973291713351676,1.18153843814486
40,1,1.06499990956694,0.00990561297465931,1.18503768880686
40,1,1.06814150222053,0.0100814246978327,1.1886490768636
40,1,1.07128309487412,0.0102604521675449,1.1923751747355
40,1,1.07442468752771,0.0104427976891501,1.19621853154273
40,1,1.0775662801813,0.0106285660043004,1.20018166567226
40,1,1.08070787283489,0.0108178642807266,1.20426705688514
40,1,1.08384946548848,0.0110108020959481,1.20847713796083
40,1,1.08699105814207,0.0112074914145364,1.2128142858649
40,1,1.09013265079566,0.0114080465585014,1.21728081243695
40,1,1.09327424344925,0.0116125841704111,1.22187895459087
40,1,1.09641583610284,0.0118212231688211,1.2266108640204
40,1,1.09955742875643,0.0120340846955771,1.23147859641001
40,1,1.10269902141002,0.0122512920545546,1.23648410014699
40,1,1.10584061406361,0.0124729706414046,1.24162920453344
40,1,1.1089822067172,0.0126992478638537,1.2469156075012
40,1,1.11212379937079,0.0129302530521005,1.25234486283251
40,1,1.11526539202438,0.013166117358868,1.25791836689002
40,1,1.11840698467797,0.0134069736486511,1.26363734486427
40,1,1.12154857733156,0.0136529563756902,1.26950283655132
40,1,1.12469016998515,0.0139042014502537,1.27551568166464
40,1,1.12783176263874,0.0141608460927292,1.28167650470516
40,1,1.13097335529233,0.0144230286751159,1.28798569939967
40,1,1.13411494794592,0.0146908885494506,1.29444341273079
40,1,1.1372565405995,0.0149645658627526,1.30104952858051
40,1,1.14039813325309,0.0152442013580412,1.30780365101314
40,1,1.14353972590668,0.015529936161029,1.31470508722717
40,1,1.14668131856027,0.0158219115520757,1.32175283020949
40,1,1.14982291121386,0.0161202687230371,1.32894554112321
40,1,1.15296450386745,0.0164251485186098,1.33628153147637
40,1,1.15610609652104,0.0167366911618501,1.34375874510667
40,1,1.15924768917463,0.0170550359635231,1.35137474003327
40,1,1.16238928182822,0.0173803210149828,1.35912667022502
40,1,1.16553087448181,0.0177126828643073,1.36701126733808
40,1,1.1686724671354,0.018052256175433,1.37502482248411
40,1,1.17181405978899,0.0183991733700712,1.38316316808769
40,1,1.17495565244258,0.0187535642522345,1.39142165990012
40,1,1.17809724509617,0.019115555615193,1.39979515924057
40,1,1.18123883774976,0.019485270830788,1.4082780155371
40,1,1.18438043040335,0.0198628294210037,1.41686404924471
40,1,1.18752202305694,0.0202483466117713,1.42554653522561
40,1,1.19066361571053,0.0206419328690517,1.43431818666951
40,1,1.19380520836412,0.0210436934172193,1.44317113965247
40,1,1.19694680101771,0.0214537277399047,1.4520969384186
40,1,1.2000883936713,0.0218721290634414,1.46108652148484
40,1,1.20322998632489,0.0222989838231402,1.47013020866721
40,1,1.20637157897848,0.0227343711126993,1.47921768912795
40,1,1.20951317163207,0.0231783621170518,1.48833801055318
40,1,1.21265476428566,0.0236310195290934,1.49747956956244
40,1,1.21579635693925,0.0240923969507185,1.50663010346459
40,1,1.21893794959284,0.0245625382787289,1.51577668346819
40,1,1.22207954224643,0.0250414770761878,1.52490570945972
40,1,1.22522113490002,0.0255292359298973,1.53400290646402
40,1,1.22836272755361,0.0260258257947417,1.54305332289958
40,1,1.2315043202072,0.0265312453256756,1.55204133074582
40,1,1.23464591286079,0.027045480198264,1.56095062773375
40,1,1.23778750551438,0.0275685024187162,1.56976424167373
40,1,1.24092909816797,0.0281002696244204,1.57846453703465
40,1,1.24407069082156,0.0286407243761022,1.58703322387874
40,1,1.24721228347515,0.0291897934427539,1.59545136926528
40,1,1.25035387612874,0.0297473870805922,1.60369941122125
40,1,1.25349546878233,0.0303133983073562,1.61175717538095
40,1,1.25663706143592,0.0308877021733269,1.61960389438969
40,1,1.25977865408951,0.0314701550305443,1.62721823015758
40,1,1.2629202467431,0.0320605938017273,1.63457829905013
40,1,1.26606183939669,0.0326588352505208,1.64166170008643
40,1,1.26920343205028,0.0332646752547112,1.64844554621762
40,1,1.27234502470387,0.0338778880841493,1.65490649874032
40,1,1.27548661735746,0.034498225685178,1.66102080489507
40,1,1.27862821001105,0.0351254169733817,1.66676433869302
40,1,1.28176980266464,0.0357591671366142,1.67211264499105
40,1,1.28491139531823,0.0363991569502069,1.67704098683789
40,1,1.28805298797182,0.0370450421064048,1.68152439608955
40,1,1.29119458062541,0.0376964525600481,1.68553772728787
40,1,1.29433617327899,0.0383529918926186,1.68905571477165
40,1,1.29747776593258,0.0390142366967503,1.69205303298478
40,1,1.30061935858617,0.0396797359833743,1.6945043599244
40,1,1.30376095123976,0.0403490106136686,1.69638444365587
40,1,1.30690254389335,0.0410215527580235,1.69766817180633
40,1,1.31004413654694,0.0416968253842169,1.69833064393035
40,1,1.31318572920053,0.0423742617770309,1.69834724662277
40,1,1.31632732185412,0.0430532650915374,1.69769373123406
40,1,1.31946891450771,0.0437332079422328,1.69634629403161
40,1,1.3226105071613,0.0444134320302612,1.6942816586201
40,1,1.32575209981489,0.0450932478108788,1.69147716042545
40,1,1.32889369246848,0.0457719342033287,1.68791083302224
40,1,1.33203528512207,0.046448738345223,1.68356149606826
40,1,1.33517687777566,0.04712287539353,1.67840884458771
40,1,1.33831847042925,0.0477935283741711,1.67243353933031
40,1,1.34146006308284,0.048459848082208,1.66561729791091
40,1,1.34460165573643,0.0491209530345051,1.65794298642259
40,1,1.34774324839002,0.0497759294767122,1.64939471119098
40,1,1.35088484104361,0.0504238314462868,1.63995791033139
40,1,1.3540264336972,0.0510636808932308,1.62961944474826
40,1,1.35716802635079,0.0516944678600995,1.6183676881997
40,1,1.36030961900438,0.0523151507227051,1.60619261605268
40,1,1.36345121165797,0.0529246564928973,1.59308589232044
40,1,1.36659280431156,0.0535218811845983,1.57904095458313
40,1,1.36973439696515,0.0541056902442145,1.56405309637307
40,1,1.37287598961874,0.0546749190463589,1.54811954660477
40,1,1.37601758227233,0.0552283734557109,1.53123954562176
40,1,1.37915917492592,0.0557648304556853,1.51341441743273
40,1,1.38230076757951,0.0562830388444016,1.49464763770684
40,1,1.3854423602331,0.0567817199983431,1.47494489709839
40,1,1.38858395288669,0.0572595687038531,1.45431415948021
40,1,1.39172554554028,0.0577152540565302,1.4327657146628
40,1,1.39486713819387,0.0581474204283243,1.4103122251959
40,1,1.39800873084746,0.0585546885020392,1.38696876684672
40,1,1.40115032350105,0.058935656372691,1.36275286237744
40,1,1.40429191615464,0.0592889007150541,1.33768450824739
40,1,1.40743350880823,0.0596129780164727,1.31178619389537
40,1,1.41057510146182,0.0599064258738837,1.28508291327044
40,1,1.41371669411541,0.0601677643537863,1.2576021683045
40,1,1.416858286769,0.0603954974136691,1.22937396405657
40,1,1.41999987942259,0.0605881143832865,1.20043079526766
40,1,1.42314147207618,0.0607440915039037,1.17080762411859
40,1,1.42628306472977,0.060861893523511,1.1405418489981
40,1,1.42942465738336,0.0609399753457769,1.10967326413455
40,1,1.43256625003695,0.0609767837303472,1.07824400997849
40,1,1.43570784269054,0.0609707590418955,1.04629851426327
40,1,1.43884943534413,0.0609203370451856,1.01388342371045
40,1,1.44199102799772,0.0608239507432078,0.981047526390771
40,1,1.4451326206513,0.0606800322552934,0.947841664795415
40,1,1.44827421330489,0.060487014731949,0.914318639714575
40,1,1.45141580595848,0.0602433343030073,0.880533105069144
40,1,1.45455739861207,0.0599474320555435,0.846541453882527
40,1,1.45769899126566,0.0595977560378473,0.812401695633472
40,1,1.46084058391925,0.0591927632856488,0.778173325269046
40,1,1.46398217657284,0.058730921866645,0.743917184207487
40,1,1.46712376922643,0.0582107129392739,0.709695313707425
40,1,1.47026536188002,0.0576306328215963,0.675570801019415
40,1,1.47340695453361,0.0569891950660388,0.641607618784332
40,1,1.4765485471872,0.0562849325356682,0.607870458185464
40,1,1.47969013984079,0.0555163994776442,0.574424556394919
