eta,theta,p_sb,p_c,p_db_h,p_db_v,delta
0.8150000000000001,1.8257752896614028,0.4054849231361626,0.03525526952602518,0.14700766219852054,0.4122521451392917,0.0
0.8150000000000001,1.8320710665223041,0.4040226808686687,0.035245107569037586,0.14458231534950106,0.4161498962127923,0.0
0.8150000000000001,1.8383668433832054,0.4025289879464825,0.035234727043480886,0.14218089057063363,0.4200553944394028,0.0
0.8150000000000001,1.844662620244107,0.401004137288883,0.03522412998501849,0.13980341338666688,0.4239683193394317,0.0
0.8150000000000001,1.8509583971050083,0.39944842744236514,0.035213318468420636,0.1374499050186395,0.4278883490705746,0.0
0.8150000000000001,1.8572541739659096,0.3978621624927151,0.03520229460695268,0.13512038240390853,0.4318151604964237,0.0
0.8150000000000001,1.863549950826811,0.3962456519758264,0.03519106055175705,0.1328148582174608,0.43574842925495577,0.0
0.8150000000000001,1.8698457276877125,0.3945992107873063,0.035179618491222996,0.13053334089449112,0.4396878298269794,0.0
0.8150000000000001,1.8761415045486138,0.39292315909091885,0.035167970650351224,0.1282758346542309,0.44363303560449907,0.0
0.8150000000000001,1.8824372814095152,0.3912178222259089,0.03515611929011043,0.126042339525006,0.4475837189589742,0.0
0.8150000000000001,1.8887330582704167,0.3894835306132627,0.03514406670678454,0.12383285137051082,0.451539551309442,0.0
0.8150000000000001,1.895028835131318,0.387720619660944,0.03513181523131536,0.12164736191727395,0.45550020319046663,0.0
0.8150000000000001,1.9013246119922194,0.38592942966816324,0.035119367228636275,0.11948585878330042,0.45946534431989955,0.0
0.8150000000000001,1.9076203888531207,0.384110305728721,0.03510672509700151,0.11734832550786774,0.4634346436664094,0.0
0.8150000000000001,1.9139161657140222,0.3822635976334779,0.03509389126730772,0.11523474158245603,0.46740776951675783,0.0
0.8150000000000001,1.9202119425749236,0.38038965977200057,0.03508086820240984,0.11314508248279259,0.47138438954279666,0.0
0.8150000000000001,1.9265077194358249,0.3784888510334285,0.03506765839643428,0.11107931970198615,0.47536417086815125,0.0
0.8150000000000001,1.9328034962967264,0.3765615347066142,0.03505426437408262,0.10903742078473304,0.4793467801345699,0.0
