,Measurement Basis,TT,TR,RT,RR
0,H,57242,57455,70505,47874
1,D,106155,8441,129391,1108
2,R,29522,86077,64279,53947
3,V,57869,58245,67665,49757
4,A,8208,106705,389,104672
5,L,85299,30381,65236,51529
