Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,57242,57455,70505,47874,127747,105329
1,D,106155,8441,129391,1108,235546,9549
2,R,29522,86077,64279,53947,93801,140024
3,V,57869,58245,67665,49757,125534,108002
4,A,8208,106705,389,104672,8597,211377
5,L,85299,30381,65236,51529,150535,81910
