,Measurement Basis,TT,TR,RT,RR
0,H,50570,58068,67734,51435
1,D,6636,110922,541,105126
2,R,74602,31393,67558,53756
3,V,49009,61865,61653,56782
4,A,93532,8213,133564,1127
5,L,26159,88559,68543,53863
