data_dir,C,DB_H,DB_V,SB,N
2025-05-28--21h-33m-44s,2.0,51.0,13.0,54.0,120.0
2025-05-28--21h-33m-44s,3.0,47.0,16.0,54.0,120.0
2025-05-28--21h-33m-44s,0.5,57.0,16.0,46.5,120.0
2025-05-28--21h-33m-44s,2.5,54.0,14.0,49.5,120.0
2025-05-28--21h-33m-44s,1.0,53.0,18.0,48.0,120.0
2025-05-28--21h-33m-44s,3.5,53.0,14.0,49.5,120.0
2025-05-28--21h-33m-44s,1.5,64.0,16.0,38.5,120.0
2025-05-28--21h-33m-44s,2.5,57.0,21.0,39.5,120.0
2025-05-28--21h-33m-44s,2.0,59.0,15.0,44.0,120.0
2025-05-28--21h-33m-44s,2.5,56.0,16.0,45.5,120.0
2025-05-28--21h-33m-44s,1.5,58.0,12.0,48.5,120.0
2025-05-28--21h-33m-44s,1.5,52.0,19.0,47.5,120.0
2025-05-28--21h-33m-44s,1.0,54.0,17.0,48.0,120.0
2025-05-28--21h-33m-44s,3.5,54.0,19.0,43.5,120.0
2025-05-28--21h-33m-44s,1.5,53.0,18.0,47.5,120.0
2025-05-28--21h-33m-44s,1.5,51.0,14.0,53.5,120.0
2025-05-28--21h-33m-44s,1.5,55.0,15.0,48.5,120.0
2025-05-28--21h-33m-44s,3.0,54.0,17.0,46.0,120.0
2025-05-28--21h-33m-44s,0.5,57.0,13.0,49.5,120.0
2025-05-28--21h-33m-44s,1.5,47.0,20.0,51.5,120.0
2025-05-28--21h-33m-44s,1.5,47.0,16.0,55.5,120.0
2025-05-28--21h-33m-44s,2.5,51.0,16.0,50.5,120.0
2025-05-28--21h-33m-44s,2.5,63.0,15.0,39.5,120.0
2025-05-28--21h-33m-44s,4.0,56.0,16.0,44.0,120.0
2025-05-28--21h-33m-44s,2.0,58.0,14.0,46.0,120.0
2025-05-28--21h-33m-44s,4.0,59.0,13.0,44.0,120.0
2025-05-28--21h-33m-44s,3.5,57.0,19.0,40.5,120.0
2025-05-28--21h-33m-44s,3.0,58.0,13.0,46.0,120.0
2025-05-28--21h-33m-44s,0.5,55.0,15.0,49.5,120.0
2025-05-28--21h-33m-44s,2.0,48.0,14.0,56.0,120.0
2025-05-28--21h-33m-44s,3.5,50.0,15.0,51.5,120.0
2025-05-28--21h-33m-44s,3.5,54.0,18.0,44.5,120.0
2025-05-28--21h-33m-44s,2.0,49.0,17.0,52.0,120.0
2025-05-28--21h-33m-44s,3.0,53.0,13.0,51.0,120.0
2025-05-28--21h-33m-44s,1.0,50.0,23.0,46.0,120.0
2025-05-28--21h-33m-44s,3.5,55.0,16.0,45.5,120.0
2025-05-28--21h-33m-44s,2.5,57.0,15.0,45.5,120.0
2025-05-28--21h-33m-44s,3.5,52.0,15.0,49.5,120.0
