,Measurement Basis,TT,TR,RT,RR
0,H,15468,99488,22753,84826
1,D,83416,18580,102636,24502
2,R,59562,46758,102189,23824
3,V,82032,17840,111881,15411
4,A,15003,97309,32011,78449
5,L,39295,71128,33055,79349
