Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,64578,11940,73280,10815,137858,22755
1,D,48064,31329,40744,35547,88808,66876
2,R,60262,17733,72698,12063,132960,29796
3,V,10051,74538,14488,53666,24539,128204
4,A,25948,56775,44426,32371,70374,89146
5,L,14275,69992,11895,56294,26170,126286
