data_dir,repetition,C,DB_H,DB_V,SB,N
2025-05-23--16h-57m-49s,0,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,1,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,4,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,5,0.0,0.0,3.0,0.0,3.0
2025-05-23--16h-57m-49s,8,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,9,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,10,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-57m-49s,11,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,12,0.5,0.0,1.0,0.5,2.0
2025-05-23--16h-57m-49s,13,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-57m-49s,14,0.0,0.0,4.0,0.0,4.0
2025-05-23--16h-57m-49s,16,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-57m-49s,17,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,18,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,19,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-57m-49s,22,0.0,0.0,5.0,0.0,5.0
2025-05-23--16h-57m-49s,23,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,24,0.0,0.0,1.0,0.5,1.5
2025-05-23--16h-57m-49s,25,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-57m-49s,26,0.0,0.0,3.0,0.0,3.0
2025-05-23--16h-57m-49s,28,0.0,0.0,2.0,0.5,2.5
2025-05-23--16h-57m-49s,29,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-57m-49s,30,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,31,0.0,0.0,3.0,0.0,3.0
2025-05-23--16h-57m-49s,32,0.0,0.0,2.0,0.5,2.5
2025-05-23--16h-57m-49s,34,0.0,0.0,3.0,0.5,3.5
2025-05-23--16h-57m-49s,35,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-57m-49s,36,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-57m-49s,37,0.5,0.0,1.0,0.0,1.5
2025-05-23--16h-57m-49s,38,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,39,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,40,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-57m-49s,41,0.0,0.0,3.0,0.0,3.0
2025-05-23--16h-57m-49s,42,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,43,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-57m-49s,44,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,46,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-57m-49s,47,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,49,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,50,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,51,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-57m-49s,52,0.0,1.0,0.0,0.0,1.0
2025-05-23--16h-57m-49s,53,0.5,0.0,1.0,0.0,1.5
2025-05-23--16h-57m-49s,55,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-57m-49s,56,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-57m-49s,58,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-57m-49s,62,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,65,0.0,0.0,2.0,0.5,2.5
2025-05-23--16h-57m-49s,66,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,67,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,68,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-57m-49s,69,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,70,0.0,0.0,1.0,0.5,1.5
2025-05-23--16h-57m-49s,71,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,72,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,73,0.0,0.0,2.0,0.5,2.5
2025-05-23--16h-57m-49s,74,0.0,0.0,1.0,0.5,1.5
2025-05-23--16h-57m-49s,76,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,78,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,79,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,80,0.0,0.0,7.0,0.0,7.0
2025-05-23--16h-57m-49s,81,0.0,0.0,3.0,0.0,3.0
2025-05-23--16h-57m-49s,82,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,83,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,85,0.0,0.0,4.0,0.0,4.0
2025-05-23--16h-57m-49s,86,0.5,0.0,1.0,0.0,1.5
2025-05-23--16h-57m-49s,87,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-57m-49s,90,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-57m-49s,92,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-57m-49s,93,0.0,0.0,1.0,0.0,1.0
