theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
2.8221086549196444,0,41.659311612104595,81.10924740736904,-44.26766116956503,-82.81052775600692,0.0001,100
