Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,77328,448,88468,1099,165796,1547
1,D,38734,46733,41603,35658,80337,82391
2,R,38547,45805,41400,36663,79947,82468
3,V,234,90900,570,65390,804,156290
4,A,38852,45133,44490,34275,83342,79408
5,L,38727,46419,42860,34811,81587,81230
