theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
0.05324733311169141,0,0.926465268487197,1.4788990040629157,-1.0732019204852277,-1.1825650443242575,0.0001,5000
