detector_a_name,detector_b_name,detector_a_time_tag,detector_b_time_tag,timestamp,tomography_setting_t,tomography_setting_r,data_dir
7,10,2554334351547163136,2554334351547163136,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
2,7,2554334351548334080,2554334351548334080,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
7,11,2554334351549084672,2554334351549084672,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
2,10,2554334351553174016,2554334351553174016,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
2,10,2554334351553328128,2554334351553328128,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
7,11,2554334351558505984,2554334351558505984,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
11,12,2554334351569663488,2554334351569663488,2025-06-18--18h-29m-16s,H,H,2025-06-18--18h-28m-49s
7,10,2554334351569923584,2554334351569923584,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
2,11,2554334351583006208,2554334351583006208,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
10,11,2554334351586842112,2554334351586842112,2025-06-18--18h-29m-16s,H,H,2025-06-18--18h-28m-49s
7,10,2554334351592303616,2554334351592303616,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
10,11,2554334351593200640,2554334351593200640,2025-06-18--18h-29m-16s,H,H,2025-06-18--18h-28m-49s
2,10,2554334351598228480,2554334351598228480,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
2,10,2554334351604372992,2554334351604372992,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
10,11,2554334351606853120,2554334351606853120,2025-06-18--18h-29m-16s,H,H,2025-06-18--18h-28m-49s
2,10,2554334351629882368,2554334351629882368,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
2,10,2554334351629922304,2554334351629922304,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
10,11,2554334351630845952,2554334351630845952,2025-06-18--18h-29m-16s,H,H,2025-06-18--18h-28m-49s
10,11,2554334351630962176,2554334351630962176,2025-06-18--18h-29m-16s,H,H,2025-06-18--18h-28m-49s
1,10,2554334351631226880,2554334351631226880,2025-06-18--18h-29m-16s,H,H,2025-06-18--18h-28m-49s
2,10,2554334351631443456,2554334351631443456,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
2,7,2554334351631465472,2554334351631465472,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
2,7,2554334351640408576,2554334351640408576,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
10,11,2554334351642350592,2554334351642350592,2025-06-18--18h-29m-16s,H,H,2025-06-18--18h-28m-49s
2,10,2554334351657963520,2554334351657963520,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
7,10,2554334351661442560,2554334351661442560,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
2,11,2554334351663251456,2554334351663251456,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
7,10,2554334351672341504,2554334351672341504,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
7,10,2554334351690345984,2554334351690345984,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
2,11,2554334351693456896,2554334351693456896,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
7,10,2554334351696179200,2554334351696179200,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
2,7,2554334351709454336,2554334351709454336,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
2,10,2554334351710820864,2554334351710820864,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
10,11,2554334351712456704,2554334351712456704,2025-06-18--18h-29m-16s,H,H,2025-06-18--18h-28m-49s
2,10,2554334351715970048,2554334351715970048,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
10,11,2554334351719708672,2554334351719708672,2025-06-18--18h-29m-16s,H,H,2025-06-18--18h-28m-49s
2,10,2554334351738500096,2554334351738500096,2025-06-18--18h-29m-17s,H,H,2025-06-18--18h-28m-49s
