,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,3.94,0,0,0,44674,0,0,0,0,0,0,0,63576,0,0,0,0,6951,4
1,4.14,0,0,0,44424,0,0,0,0,0,0,0,63450,0,0,0,0,6784,4
2,4.34,0,0,0,44399,0,0,0,0,0,0,0,63392,0,0,0,0,6846,4
3,4.54,0,0,0,44456,0,0,0,0,0,0,0,62606,0,0,0,0,6798,4
4,4.74,0,0,0,44085,0,0,0,0,0,0,0,62972,0,0,0,0,6772,4
5,4.94,0,0,0,43965,0,0,0,0,0,0,0,62835,0,0,0,0,6579,4
6,5.14,0,0,0,44195,0,0,0,0,0,0,0,63354,0,0,0,0,6877,4
7,5.34,0,0,0,43761,0,0,0,0,0,0,0,62825,0,0,0,0,6557,4
8,5.54,0,0,0,43835,0,0,0,0,0,0,0,62759,0,0,0,0,6744,4
9,5.74,0,0,0,43893,0,0,0,0,0,0,0,62272,0,0,0,0,6627,4
10,5.94,0,0,0,44023,0,0,0,0,0,0,0,62160,0,0,0,0,6498,4
11,6.14,0,0,0,43333,0,0,0,0,0,0,0,62021,0,0,0,0,6532,4
12,6.34,0,0,0,43398,0,0,0,0,0,0,0,62082,0,0,0,0,6412,4
13,6.54,0,0,0,43765,0,0,0,0,0,0,0,62494,0,0,0,0,6519,4
14,6.74,0,0,0,43147,0,0,0,0,0,0,0,62000,0,0,0,0,6536,4
15,6.94,0,0,0,43465,0,0,0,0,0,0,0,62047,0,0,0,0,6426,4
16,7.14,0,0,0,43288,0,0,0,0,0,0,0,61424,0,0,0,0,6364,4
17,7.34,0,0,0,42997,0,0,0,0,0,0,0,61626,0,0,0,0,6427,4
18,7.54,0,0,0,43704,0,0,0,0,0,0,0,61459,0,0,0,0,6532,4
19,7.74,0,0,0,42970,0,0,0,0,0,0,0,61449,0,0,0,0,6488,4
20,7.94,0,0,0,42361,0,0,0,0,0,0,0,60941,0,0,0,0,6172,4
21,8.14,0,0,0,43117,0,0,0,0,0,0,0,61210,0,0,0,0,6443,4
22,8.34,0,0,0,42748,0,0,0,0,0,0,0,60824,0,0,0,0,6143,4
23,8.54,0,0,0,42668,0,0,0,0,0,0,0,60147,0,0,0,0,6210,4
24,8.74,0,0,0,42748,0,0,0,0,0,0,0,60596,0,0,0,0,6326,4
25,8.94,0,0,0,43129,0,0,0,0,0,0,0,60128,0,0,0,0,6343,4
26,9.14,0,0,0,42342,0,0,0,0,0,0,0,60242,0,0,0,0,5937,4
27,9.34,0,0,0,42596,0,0,0,0,0,0,0,59562,0,0,0,0,4988,4
28,9.44,0,0,0,41858,0,0,0,0,0,0,0,57949,0,0,0,0,4128,4
29,9.49,0,0,0,41609,0,0,0,0,0,0,0,58277,0,0,0,0,3687,4
30,9.54,0,0,0,41341,0,0,0,0,0,0,0,57902,0,0,0,0,3147,4
31,9.59,0,0,0,41433,0,0,0,0,0,0,0,57778,0,0,0,0,2611,4
32,9.64,0,0,0,40856,0,0,0,0,0,0,0,57469,0,0,0,0,2162,4
33,9.69,0,0,0,40858,0,0,0,0,0,0,0,56880,0,0,0,0,1566,4
34,9.74,0,0,0,40678,0,0,0,0,0,0,0,56393,0,0,0,0,1144,4
35,9.79,0,0,0,40771,0,0,0,0,0,0,0,56228,0,0,0,0,699,4
36,9.84,0,0,0,40334,0,0,0,0,0,0,0,55706,0,0,0,0,417,4
37,9.89,0,0,0,40279,0,0,0,0,0,0,0,55572,0,0,0,0,213,4
38,9.94,0,0,0,40447,0,0,0,0,0,0,0,55707,0,0,0,0,143,4
39,9.99,0,0,0,40223,0,0,0,0,0,0,0,55725,0,0,0,0,183,4
40,10.04,0,0,0,40400,0,0,0,0,0,0,0,56203,0,0,0,0,340,4
41,10.09,0,0,0,40623,0,0,0,0,0,0,0,55596,0,0,0,0,625,4
42,10.14,0,0,0,40977,0,0,0,0,0,0,0,56291,0,0,0,0,958,4
43,10.19,0,0,0,40747,0,0,0,0,0,0,0,56808,0,0,0,0,1381,4
44,10.24,0,0,0,40793,0,0,0,0,0,0,0,56435,0,0,0,0,1835,4
45,10.29,0,0,0,41147,0,0,0,0,0,0,0,57368,0,0,0,0,2398,4
46,10.34,0,0,0,41052,0,0,0,0,0,0,0,57652,0,0,0,0,2827,4
47,10.39,0,0,0,41184,0,0,0,0,0,0,0,57632,0,0,0,0,3390,4
48,10.44,0,0,0,41269,0,0,0,0,0,0,0,58248,0,0,0,0,3721,4
49,10.49,0,0,0,41824,0,0,0,0,0,0,0,58674,0,0,0,0,4284,4
50,10.54,0,0,0,41584,0,0,0,0,0,0,0,58373,0,0,0,0,4621,4
51,10.74,0,0,0,41679,0,0,0,0,0,0,0,59387,0,0,0,0,5567,4
52,10.94,0,0,0,42004,0,0,0,0,0,0,0,59572,0,0,0,0,5818,4
53,11.14,0,0,0,42275,0,0,0,0,0,0,0,59900,0,0,0,0,6025,4
54,11.34,0,0,0,41903,0,0,0,0,0,0,0,59347,0,0,0,0,6027,4
55,11.54,0,0,0,42034,0,0,0,0,0,0,0,59195,0,0,0,0,5803,4
56,11.74,0,0,0,41932,0,0,0,0,0,0,0,59328,0,0,0,0,5978,4
57,11.94,0,0,0,41732,0,0,0,0,0,0,0,59125,0,0,0,0,5903,4
58,12.14,0,0,0,41831,0,0,0,0,0,0,0,58721,0,0,0,0,5999,4
59,12.34,0,0,0,41759,0,0,0,0,0,0,0,58939,0,0,0,0,5970,4
60,12.54,0,0,0,42527,0,0,0,0,0,0,0,59873,0,0,0,0,6086,4
61,12.74,0,0,0,42118,0,0,0,0,0,0,0,60315,0,0,0,0,6082,4
62,12.94,0,0,0,42547,0,0,0,0,0,0,0,59617,0,0,0,0,6121,4
63,13.14,0,0,0,42371,0,0,0,0,0,0,0,59219,0,0,0,0,5921,4
64,13.34,0,0,0,41592,0,0,0,0,0,0,0,59087,0,0,0,0,5895,4
65,13.54,0,0,0,42293,0,0,0,0,0,0,0,59218,0,0,0,0,6013,4
66,13.74,0,0,0,42136,0,0,0,0,0,0,0,59274,0,0,0,0,5939,4
67,13.94,0,0,0,41455,0,0,0,0,0,0,0,58540,0,0,0,0,5753,4
68,14.14,0,0,0,41510,0,0,0,0,0,0,0,58898,0,0,0,0,5905,4
69,14.34,0,0,0,41766,0,0,0,0,0,0,0,58917,0,0,0,0,5944,4
70,14.54,0,0,0,41799,0,0,0,0,0,0,0,58843,0,0,0,0,5858,4
71,14.74,0,0,0,41542,0,0,0,0,0,0,0,58388,0,0,0,0,5946,4
72,14.94,0,0,0,42242,0,0,0,0,0,0,0,58862,0,0,0,0,5936,4
73,15.14,0,0,0,41913,0,0,0,0,0,0,0,58583,0,0,0,0,5826,4
74,15.34,0,0,0,41746,0,0,0,0,0,0,0,58820,0,0,0,0,5907,4
75,15.54,0,0,0,41912,0,0,0,0,0,0,0,58424,0,0,0,0,5791,4
76,15.74,0,0,0,42089,0,0,0,0,0,0,0,59359,0,0,0,0,5991,4
77,15.94,0,0,0,42310,0,0,0,0,0,0,0,58984,0,0,0,0,5899,4
