,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,5.94,0,245,0,20167,0,0,0,0,0,16301,0,302,0,0,0,0,3372,1
1,6.34,0,267,0,20042,0,0,0,0,0,16205,0,313,0,0,0,0,3509,1
2,6.74,0,247,0,20112,0,0,0,0,0,16343,0,341,0,0,0,0,3445,1
3,7.14,0,307,0,19888,0,0,0,0,0,16230,0,330,0,0,0,0,3419,1
4,7.54,0,296,0,20305,0,0,0,0,0,16596,0,324,0,0,0,0,3522,1
5,7.94,0,267,0,20286,0,0,0,0,0,16658,0,300,0,0,0,0,3544,1
6,8.34,0,254,0,20238,0,0,0,0,0,16589,0,301,0,0,0,0,3542,1
7,8.74,0,282,0,20024,0,0,0,0,0,16370,0,278,0,0,0,0,3422,1
8,9.14,0,275,0,19972,0,0,0,0,0,16546,0,287,0,0,0,0,3356,1
9,9.54,0,287,0,19315,0,0,0,0,0,15854,0,317,0,0,0,0,2019,1
10,9.64,0,281,0,19036,0,0,0,0,0,15919,0,317,0,0,0,0,1392,1
11,9.74,0,284,0,18514,0,0,0,0,0,15449,0,292,0,0,0,0,821,1
12,9.84,0,276,0,18294,0,0,0,0,0,15352,0,300,0,0,0,0,405,1
13,9.94,0,250,0,18095,0,0,0,0,0,15091,0,309,0,0,0,0,217,1
14,10.04,0,278,0,18369,0,0,0,0,0,15197,0,302,0,0,0,0,311,1
15,10.14,0,281,0,18373,0,0,0,0,0,15275,0,304,0,0,0,0,610,1
16,10.24,0,291,0,18807,0,0,0,0,0,15446,0,293,0,0,0,0,1183,1
17,10.34,0,283,0,18888,0,0,0,0,0,15785,0,266,0,0,0,0,1725,1
18,10.44,0,258,0,19581,0,0,0,0,0,16138,0,290,0,0,0,0,2314,1
19,10.74,0,295,0,20342,0,0,0,0,0,16784,0,304,0,0,0,0,3399,1
20,11.14,0,287,0,20153,0,0,0,0,0,16545,0,296,0,0,0,0,3492,1
21,11.54,0,264,0,20675,0,0,0,0,0,16836,0,318,0,0,0,0,3673,1
22,11.94,0,264,0,20377,0,0,0,0,0,16795,0,275,0,0,0,0,3566,1
23,12.34,0,271,0,20216,0,0,0,0,0,16696,0,304,0,0,0,0,3595,1
24,12.74,0,245,0,20399,0,0,0,0,0,16803,0,322,0,0,0,0,3695,1
25,13.14,0,259,0,20176,0,0,0,0,0,16886,0,318,0,0,0,0,3667,1
26,13.54,0,283,0,20230,0,0,0,0,0,16816,0,330,0,0,0,0,3594,1
27,13.94,0,286,0,20501,0,0,0,0,0,16709,0,305,0,0,0,0,3532,1
