,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,5.94,0,12591,0,66747,0,0,0,0,0,19296,0,63251,0,0,0,0,8948,2
1,6.34,0,12688,0,67088,0,0,0,0,0,19243,0,63621,0,0,0,0,9003,2
2,6.74,0,12468,0,67725,0,0,0,0,0,19242,0,63625,0,0,0,0,9258,2
3,7.14,0,12344,0,67585,0,0,0,0,0,18975,0,63388,0,0,0,0,9182,2
4,7.54,0,12571,0,67162,0,0,0,0,0,19333,0,63438,0,0,0,0,9131,2
5,7.94,0,12371,0,67467,0,0,0,0,0,19249,0,63843,0,0,0,0,9190,2
6,8.34,0,12529,0,67990,0,0,0,0,0,19157,0,63633,0,0,0,0,9259,2
7,8.74,0,12484,0,67794,0,0,0,0,0,19188,0,63982,0,0,0,0,9180,2
8,9.14,0,12377,0,67704,0,0,0,0,0,19183,0,64182,0,0,0,0,8965,2
9,9.54,0,12422,0,65875,0,0,0,0,0,19467,0,61359,0,0,0,0,5101,2
10,9.59,0,12294,0,65218,0,0,0,0,0,19172,0,61085,0,0,0,0,4266,2
11,9.64,0,12266,0,65053,0,0,0,0,0,19117,0,60901,0,0,0,0,3594,2
12,9.69,0,12488,0,64952,0,0,0,0,0,19221,0,60785,0,0,0,0,2716,2
13,9.74,0,12524,0,63998,0,0,0,0,0,19330,0,60330,0,0,0,0,2032,2
14,9.79,0,12387,0,64152,0,0,0,0,0,19409,0,59751,0,0,0,0,1417,2
15,9.84,0,12267,0,64152,0,0,0,0,0,19307,0,59364,0,0,0,0,885,2
16,9.89,0,12579,0,63764,0,0,0,0,0,19279,0,58802,0,0,0,0,512,2
17,9.94,0,12534,0,63811,0,0,0,0,0,19309,0,59228,0,0,0,0,375,2
18,9.99,0,12400,0,63403,0,0,0,0,0,19189,0,59067,0,0,0,0,384,2
19,10.04,0,12417,0,63329,0,0,0,0,0,19179,0,59119,0,0,0,0,543,2
20,10.09,0,12409,0,63944,0,0,0,0,0,19390,0,59255,0,0,0,0,928,2
21,10.14,0,12299,0,64149,0,0,0,0,0,18959,0,59546,0,0,0,0,1395,2
22,10.19,0,12196,0,63870,0,0,0,0,0,19437,0,59976,0,0,0,0,2087,2
23,10.24,0,12489,0,64628,0,0,0,0,0,19230,0,59910,0,0,0,0,2809,2
24,10.29,0,12211,0,65401,0,0,0,0,0,19290,0,60605,0,0,0,0,3447,2
25,10.34,0,12623,0,65258,0,0,0,0,0,19532,0,61554,0,0,0,0,4318,2
26,10.39,0,12478,0,65906,0,0,0,0,0,19378,0,61321,0,0,0,0,5129,2
27,10.74,0,12365,0,67531,0,0,0,0,0,19489,0,63645,0,0,0,0,8688,2
28,11.14,0,12376,0,68577,0,0,0,0,0,19363,0,63909,0,0,0,0,9411,2
29,11.54,0,12329,0,68452,0,0,0,0,0,19181,0,64321,0,0,0,0,9497,2
30,11.94,0,12453,0,68124,0,0,0,0,0,19281,0,63562,0,0,0,0,9316,2
31,12.34,0,12346,0,68533,0,0,0,0,0,19319,0,64070,0,0,0,0,9415,2
32,12.74,0,12452,0,68304,0,0,0,0,0,19194,0,63731,0,0,0,0,9278,2
33,13.14,0,12616,0,68578,0,0,0,0,0,19297,0,64074,0,0,0,0,9525,2
34,13.54,0,12563,0,67997,0,0,0,0,0,19270,0,63238,0,0,0,0,9308,2
35,13.94,0,12234,0,67796,0,0,0,0,0,19208,0,63463,0,0,0,0,9323,2
