,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,5.94,0,12040,0,63786,0,0,0,0,0,18136,0,63347,0,0,0,0,9270,2
1,6.34,0,12182,0,66339,0,0,0,0,0,18618,0,62935,0,0,0,0,9083,2
2,6.74,0,11663,0,66354,0,0,0,0,0,18310,0,63310,0,0,0,0,9232,2
3,7.14,0,12048,0,64155,0,0,0,0,0,18012,0,63027,0,0,0,0,9194,2
4,7.54,0,11546,0,60875,0,0,0,0,0,17667,0,62663,0,0,0,0,9386,2
5,7.94,0,11727,0,61891,0,0,0,0,0,18129,0,62746,0,0,0,0,9238,2
6,8.34,0,11977,0,63458,0,0,0,0,0,18183,0,62937,0,0,0,0,9525,2
7,8.74,0,11690,0,61514,0,0,0,0,0,18033,0,63460,0,0,0,0,9466,2
8,9.14,0,11722,0,61859,0,0,0,0,0,17909,0,62860,0,0,0,0,9076,2
9,9.54,0,11786,0,59169,0,0,0,0,0,17599,0,60719,0,0,0,0,5166,2
10,9.59,0,11756,0,59683,0,0,0,0,0,17805,0,60303,0,0,0,0,4445,2
11,9.64,0,11842,0,58856,0,0,0,0,0,17824,0,60203,0,0,0,0,3591,2
12,9.69,0,11660,0,58558,0,0,0,0,0,17622,0,59822,0,0,0,0,2836,2
13,9.74,0,11984,0,59322,0,0,0,0,0,18111,0,59344,0,0,0,0,2033,2
14,9.79,0,11847,0,59208,0,0,0,0,0,18004,0,58903,0,0,0,0,1407,2
15,9.84,0,11904,0,58719,0,0,0,0,0,17900,0,59218,0,0,0,0,896,2
16,9.89,0,11755,0,58573,0,0,0,0,0,17941,0,58671,0,0,0,0,522,2
17,9.94,0,11654,0,57231,0,0,0,0,0,18128,0,58094,0,0,0,0,336,2
18,9.99,0,11654,0,57464,0,0,0,0,0,17800,0,58774,0,0,0,0,366,2
19,10.04,0,11499,0,57298,0,0,0,0,0,17611,0,58673,0,0,0,0,580,2
20,10.09,0,11758,0,57529,0,0,0,0,0,17787,0,58632,0,0,0,0,858,2
21,10.14,0,12320,0,62359,0,0,0,0,0,18371,0,59593,0,0,0,0,1397,2
22,10.19,0,12238,0,62326,0,0,0,0,0,18695,0,59670,0,0,0,0,2014,2
23,10.24,0,12163,0,63242,0,0,0,0,0,18658,0,59756,0,0,0,0,2761,2
24,10.29,0,12198,0,62534,0,0,0,0,0,18542,0,60300,0,0,0,0,3436,2
25,10.34,0,12234,0,63718,0,0,0,0,0,18692,0,61204,0,0,0,0,4389,2
26,10.39,0,12063,0,62703,0,0,0,0,0,18238,0,60789,0,0,0,0,4921,2
27,10.74,0,11686,0,61878,0,0,0,0,0,17680,0,62075,0,0,0,0,8566,2
28,11.14,0,12610,0,68697,0,0,0,0,0,19487,0,64404,0,0,0,0,9679,2
29,11.54,0,12523,0,68298,0,0,0,0,0,19407,0,64017,0,0,0,0,9422,2
30,11.94,0,12423,0,68541,0,0,0,0,0,19594,0,64760,0,0,0,0,9541,2
31,12.34,0,12537,0,68184,0,0,0,0,0,19802,0,64371,0,0,0,0,9632,2
32,12.74,0,12666,0,68443,0,0,0,0,0,19572,0,63951,0,0,0,0,9555,2
33,13.14,0,12498,0,68712,0,0,0,0,0,19616,0,63947,0,0,0,0,9441,2
34,13.54,0,12500,0,68907,0,0,0,0,0,19566,0,64356,0,0,0,0,9437,2
35,13.94,0,11891,0,66904,0,0,0,0,0,18373,0,62064,0,0,0,0,9428,2
