,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,5.94,0,0,0,40853,0,0,0,0,0,0,0,42876,0,0,0,0,9397,2
1,6.34,0,0,0,40887,0,0,0,0,0,0,0,42924,0,0,0,0,9483,2
2,6.74,0,0,0,41089,0,0,0,0,0,0,0,42758,0,0,0,0,9499,2
3,7.14,0,0,0,41256,0,0,0,0,0,0,0,42998,0,0,0,0,9569,2
4,7.54,0,0,0,41004,0,0,0,0,0,0,0,42892,0,0,0,0,9435,2
5,7.94,0,0,0,41679,0,0,0,0,0,0,0,43021,0,0,0,0,9520,2
6,8.34,0,0,0,41206,0,0,0,0,0,0,0,43342,0,0,0,0,9700,2
7,8.74,0,0,0,41342,0,0,0,0,0,0,0,42516,0,0,0,0,9565,2
8,9.14,0,0,0,40990,0,0,0,0,0,0,0,42610,0,0,0,0,9012,2
9,9.54,0,0,0,38679,0,0,0,0,0,0,0,40125,0,0,0,0,4650,2
10,9.59,0,0,0,38387,0,0,0,0,0,0,0,39513,0,0,0,0,3883,2
11,9.64,0,0,0,38017,0,0,0,0,0,0,0,39698,0,0,0,0,3032,2
12,9.69,0,0,0,37534,0,0,0,0,0,0,0,38647,0,0,0,0,2312,2
13,9.74,0,0,0,37273,0,0,0,0,0,0,0,38553,0,0,0,0,1566,2
14,9.79,0,0,0,37099,0,0,0,0,0,0,0,38252,0,0,0,0,1032,2
15,9.84,0,0,0,36465,0,0,0,0,0,0,0,37981,0,0,0,0,565,2
16,9.89,0,0,0,36643,0,0,0,0,0,0,0,37881,0,0,0,0,307,2
17,9.94,0,0,0,36441,0,0,0,0,0,0,0,37630,0,0,0,0,199,2
18,9.99,0,0,0,36505,0,0,0,0,0,0,0,37834,0,0,0,0,315,2
19,10.04,0,0,0,36725,0,0,0,0,0,0,0,37737,0,0,0,0,507,2
20,10.09,0,0,0,36644,0,0,0,0,0,0,0,38337,0,0,0,0,986,2
21,10.14,0,0,0,37176,0,0,0,0,0,0,0,38459,0,0,0,0,1603,2
22,10.19,0,0,0,37529,0,0,0,0,0,0,0,38526,0,0,0,0,2199,2
23,10.24,0,0,0,38115,0,0,0,0,0,0,0,39399,0,0,0,0,2985,2
24,10.29,0,0,0,38533,0,0,0,0,0,0,0,39820,0,0,0,0,3802,2
25,10.34,0,0,0,38535,0,0,0,0,0,0,0,40031,0,0,0,0,4594,2
26,10.39,0,0,0,39068,0,0,0,0,0,0,0,40564,0,0,0,0,5304,2
27,10.74,0,0,0,40893,0,0,0,0,0,0,0,42356,0,0,0,0,8826,2
28,11.14,0,0,0,40872,0,0,0,0,0,0,0,42185,0,0,0,0,9248,2
29,11.54,0,0,0,40935,0,0,0,0,0,0,0,42657,0,0,0,0,9479,2
30,11.94,0,0,0,41144,0,0,0,0,0,0,0,42594,0,0,0,0,9468,2
31,12.34,0,0,0,40862,0,0,0,0,0,0,0,42501,0,0,0,0,9373,2
32,12.74,0,0,0,41391,0,0,0,0,0,0,0,42430,0,0,0,0,9427,2
33,13.14,0,0,0,40984,0,0,0,0,0,0,0,42207,0,0,0,0,9174,2
34,13.54,0,0,0,41180,0,0,0,0,0,0,0,41982,0,0,0,0,9248,2
35,13.94,0,0,0,40731,0,0,0,0,0,0,0,41710,0,0,0,0,9206,2
