,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,5.94,0,19866,0,271,0,0,0,0,0,220,0,20998,0,0,0,0,4472,1
1,6.34,0,19839,0,248,0,0,0,0,0,200,0,20455,0,0,0,0,4258,1
2,6.74,0,19825,0,225,0,0,0,0,0,227,0,21074,0,0,0,0,4548,1
3,7.14,0,19575,0,226,0,0,0,0,0,229,0,21070,0,0,0,0,4334,1
4,7.54,0,19886,0,256,0,0,0,0,0,219,0,20849,0,0,0,0,4427,1
5,7.94,0,20088,0,250,0,0,0,0,0,257,0,20798,0,0,0,0,4527,1
6,8.34,0,19729,0,235,0,0,0,0,0,210,0,21228,0,0,0,0,4500,1
7,8.74,0,19771,0,278,0,0,0,0,0,230,0,21016,0,0,0,0,4521,1
8,9.14,0,19902,0,261,0,0,0,0,0,199,0,21068,0,0,0,0,4490,1
9,9.54,0,19212,0,312,0,0,0,0,0,233,0,19871,0,0,0,0,2506,1
10,9.64,0,18835,0,238,0,0,0,0,0,223,0,19409,0,0,0,0,1734,1
11,9.74,0,18102,0,270,0,0,0,0,0,220,0,18791,0,0,0,0,952,1
12,9.84,0,17733,0,238,0,0,0,0,0,221,0,18334,0,0,0,0,403,1
13,9.94,0,17782,0,245,0,0,0,0,0,222,0,18724,0,0,0,0,138,1
14,10.04,0,17669,0,233,0,0,0,0,0,256,0,18699,0,0,0,0,215,1
15,10.14,0,18065,0,243,0,0,0,0,0,252,0,18767,0,0,0,0,637,1
16,10.24,0,18422,0,256,0,0,0,0,0,248,0,19369,0,0,0,0,1321,1
17,10.34,0,18598,0,269,0,0,0,0,0,214,0,19431,0,0,0,0,2058,1
18,10.44,0,18936,0,221,0,0,0,0,0,241,0,19775,0,0,0,0,2666,1
19,10.74,0,19845,0,239,0,0,0,0,0,213,0,21047,0,0,0,0,4207,1
20,11.14,0,19640,0,237,0,0,0,0,0,242,0,20746,0,0,0,0,4374,1
21,11.54,0,20112,0,267,0,0,0,0,0,210,0,20897,0,0,0,0,4514,1
22,11.94,0,19774,0,252,0,0,0,0,0,211,0,20824,0,0,0,0,4375,1
23,12.34,0,19856,0,242,0,0,0,0,0,229,0,20852,0,0,0,0,4559,1
24,12.74,0,19779,0,251,0,0,0,0,0,239,0,20774,0,0,0,0,4485,1
25,13.14,0,19837,0,252,0,0,0,0,0,222,0,20847,0,0,0,0,4564,1
26,13.54,0,19812,0,222,0,0,0,0,0,249,0,20662,0,0,0,0,4390,1
27,13.94,0,19986,0,271,0,0,0,0,0,216,0,21041,0,0,0,0,4598,1
