,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,5.94,0,573,0,40051,0,0,0,0,0,511,0,40691,0,0,0,0,8902,2
1,6.34,0,598,0,40014,0,0,0,0,0,490,0,40837,0,0,0,0,9007,2
2,6.74,0,593,0,40084,0,0,0,0,0,469,0,41249,0,0,0,0,9054,2
3,7.14,0,623,0,40219,0,0,0,0,0,520,0,41422,0,0,0,0,9034,2
4,7.54,0,595,0,40100,0,0,0,0,0,465,0,41088,0,0,0,0,8961,2
5,7.94,0,633,0,39869,0,0,0,0,0,494,0,41239,0,0,0,0,8935,2
6,8.34,0,613,0,39847,0,0,0,0,0,494,0,41135,0,0,0,0,9028,2
7,8.74,0,662,0,40813,0,0,0,0,0,519,0,41446,0,0,0,0,9293,2
8,9.14,0,617,0,40468,0,0,0,0,0,568,0,40976,0,0,0,0,8763,2
9,9.54,0,624,0,38596,0,0,0,0,0,467,0,39183,0,0,0,0,4967,2
10,9.59,0,628,0,38124,0,0,0,0,0,493,0,38890,0,0,0,0,4056,2
11,9.64,0,615,0,37767,0,0,0,0,0,484,0,38267,0,0,0,0,3294,2
12,9.69,0,650,0,36872,0,0,0,0,0,500,0,37672,0,0,0,0,2490,2
13,9.74,0,602,0,37587,0,0,0,0,0,474,0,37944,0,0,0,0,1881,2
14,9.79,0,643,0,36523,0,0,0,0,0,472,0,37185,0,0,0,0,1296,2
15,9.84,0,626,0,36518,0,0,0,0,0,510,0,36925,0,0,0,0,773,2
16,9.89,0,630,0,36410,0,0,0,0,0,491,0,36867,0,0,0,0,444,2
17,9.94,0,614,0,35851,0,0,0,0,0,530,0,36610,0,0,0,0,230,2
18,9.99,0,570,0,36020,0,0,0,0,0,503,0,36430,0,0,0,0,235,2
19,10.04,0,602,0,36198,0,0,0,0,0,485,0,37119,0,0,0,0,399,2
20,10.09,0,592,0,36650,0,0,0,0,0,498,0,36794,0,0,0,0,725,2
21,10.14,0,604,0,36283,0,0,0,0,0,526,0,37159,0,0,0,0,1326,2
22,10.19,0,626,0,37015,0,0,0,0,0,479,0,37265,0,0,0,0,1902,2
23,10.24,0,602,0,37246,0,0,0,0,0,475,0,38033,0,0,0,0,2499,2
24,10.29,0,609,0,37949,0,0,0,0,0,502,0,38097,0,0,0,0,3265,2
25,10.34,0,622,0,38085,0,0,0,0,0,499,0,38200,0,0,0,0,3966,2
26,10.39,0,636,0,38405,0,0,0,0,0,535,0,38764,0,0,0,0,4755,2
27,10.74,0,625,0,40582,0,0,0,0,0,490,0,41077,0,0,0,0,8452,2
28,11.14,0,612,0,40919,0,0,0,0,0,490,0,41313,0,0,0,0,9344,2
29,11.54,0,651,0,41286,0,0,0,0,0,535,0,41714,0,0,0,0,9333,2
30,11.94,0,649,0,40473,0,0,0,0,0,479,0,41003,0,0,0,0,9233,2
31,12.34,0,633,0,40711,0,0,0,0,0,555,0,41664,0,0,0,0,9180,2
32,12.74,0,647,0,41288,0,0,0,0,0,526,0,41928,0,0,0,0,9456,2
33,13.14,0,562,0,40812,0,0,0,0,0,463,0,40994,0,0,0,0,9116,2
34,13.54,0,630,0,40953,0,0,0,0,0,486,0,41726,0,0,0,0,9278,2
35,13.94,0,588,0,41189,0,0,0,0,0,526,0,41474,0,0,0,0,9233,2
