,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,5.94,0,0,0,47787,0,0,0,0,0,0,0,46636,0,0,0,0,9404,2
1,6.34,0,0,0,46703,0,0,0,0,0,0,0,46631,0,0,0,0,9381,2
2,6.74,0,0,0,47564,0,0,0,0,0,0,0,46965,0,0,0,0,9602,2
3,7.14,0,0,0,47503,0,0,0,0,0,0,0,47019,0,0,0,0,9410,2
4,7.54,0,0,0,47676,0,0,0,0,0,0,0,47025,0,0,0,0,9392,2
5,7.94,0,0,0,47633,0,0,0,0,0,0,0,47030,0,0,0,0,9562,2
6,8.34,0,0,0,47952,0,0,0,0,0,0,0,46974,0,0,0,0,9511,2
7,8.74,0,0,0,47295,0,0,0,0,0,0,0,46869,0,0,0,0,9418,2
8,9.14,0,0,0,47376,0,0,0,0,0,0,0,46212,0,0,0,0,8990,2
9,9.54,0,0,0,45041,0,0,0,0,0,0,0,43893,0,0,0,0,4673,2
10,9.59,0,0,0,44333,0,0,0,0,0,0,0,43649,0,0,0,0,3923,2
11,9.64,0,0,0,44484,0,0,0,0,0,0,0,43258,0,0,0,0,3188,2
12,9.69,0,0,0,44296,0,0,0,0,0,0,0,43258,0,0,0,0,2397,2
13,9.74,0,0,0,45068,0,0,0,0,0,0,0,42792,0,0,0,0,1647,2
14,9.79,0,0,0,44694,0,0,0,0,0,0,0,42401,0,0,0,0,1058,2
15,9.84,0,0,0,44371,0,0,0,0,0,0,0,42209,0,0,0,0,685,2
16,9.89,0,0,0,44041,0,0,0,0,0,0,0,41795,0,0,0,0,410,2
17,9.94,0,0,0,43672,0,0,0,0,0,0,0,41182,0,0,0,0,278,2
18,9.99,0,0,0,44578,0,0,0,0,0,0,0,42119,0,0,0,0,392,2
19,10.04,0,0,0,44720,0,0,0,0,0,0,0,42811,0,0,0,0,556,2
20,10.09,0,0,0,44645,0,0,0,0,0,0,0,42170,0,0,0,0,1032,2
21,10.14,0,0,0,44718,0,0,0,0,0,0,0,42526,0,0,0,0,1554,2
22,10.19,0,0,0,44946,0,0,0,0,0,0,0,43157,0,0,0,0,2205,2
23,10.24,0,0,0,45082,0,0,0,0,0,0,0,43039,0,0,0,0,3063,2
24,10.29,0,0,0,45692,0,0,0,0,0,0,0,43725,0,0,0,0,3926,2
25,10.34,0,0,0,45955,0,0,0,0,0,0,0,43976,0,0,0,0,4491,2
26,10.39,0,0,0,46227,0,0,0,0,0,0,0,44211,0,0,0,0,5328,2
27,10.74,0,0,0,47615,0,0,0,0,0,0,0,46021,0,0,0,0,8719,2
28,11.14,0,0,0,48506,0,0,0,0,0,0,0,46510,0,0,0,0,9320,2
29,11.54,0,0,0,48266,0,0,0,0,0,0,0,46525,0,0,0,0,9253,2
30,11.94,0,0,0,47857,0,0,0,0,0,0,0,45967,0,0,0,0,9048,2
31,12.34,0,0,0,47128,0,0,0,0,0,0,0,46204,0,0,0,0,9307,2
32,12.74,0,0,0,46896,0,0,0,0,0,0,0,46143,0,0,0,0,9206,2
33,13.14,0,0,0,47326,0,0,0,0,0,0,0,46353,0,0,0,0,9349,2
34,13.54,0,0,0,47384,0,0,0,0,0,0,0,45952,0,0,0,0,9151,2
35,13.94,0,0,0,47527,0,0,0,0,0,0,0,46310,0,0,0,0,9299,2
