,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,5.94,0,0,0,46111,0,0,0,0,0,0,0,46133,0,0,0,0,9269,2
1,6.34,0,0,0,46452,0,0,0,0,0,0,0,46413,0,0,0,0,9313,2
2,6.74,0,0,0,47326,0,0,0,0,0,0,0,46778,0,0,0,0,9354,2
3,7.14,0,0,0,47288,0,0,0,0,0,0,0,46179,0,0,0,0,9539,2
4,7.54,0,0,0,47207,0,0,0,0,0,0,0,46699,0,0,0,0,9385,2
5,7.94,0,0,0,47410,0,0,0,0,0,0,0,46304,0,0,0,0,9324,2
6,8.34,0,0,0,46831,0,0,0,0,0,0,0,46876,0,0,0,0,9173,2
7,8.74,0,0,0,47441,0,0,0,0,0,0,0,46939,0,0,0,0,9541,2
8,9.14,0,0,0,46916,0,0,0,0,0,0,0,46096,0,0,0,0,8783,2
9,9.54,0,0,0,44568,0,0,0,0,0,0,0,43847,0,0,0,0,4677,2
10,9.59,0,0,0,44137,0,0,0,0,0,0,0,43234,0,0,0,0,3802,2
11,9.64,0,0,0,43836,0,0,0,0,0,0,0,42353,0,0,0,0,2929,2
12,9.69,0,0,0,43874,0,0,0,0,0,0,0,42245,0,0,0,0,2253,2
13,9.74,0,0,0,43702,0,0,0,0,0,0,0,42008,0,0,0,0,1474,2
14,9.79,0,0,0,43103,0,0,0,0,0,0,0,41792,0,0,0,0,962,2
15,9.84,0,0,0,43124,0,0,0,0,0,0,0,42124,0,0,0,0,539,2
16,9.89,0,0,0,41167,0,0,0,0,0,0,0,41182,0,0,0,0,239,2
17,9.94,0,0,0,41444,0,0,0,0,0,0,0,41393,0,0,0,0,208,2
18,9.99,0,0,0,41501,0,0,0,0,0,0,0,41231,0,0,0,0,342,2
19,10.04,0,0,0,43146,0,0,0,0,0,0,0,41074,0,0,0,0,615,2
20,10.09,0,0,0,43251,0,0,0,0,0,0,0,42024,0,0,0,0,1081,2
21,10.14,0,0,0,42729,0,0,0,0,0,0,0,40847,0,0,0,0,1646,2
22,10.19,0,0,0,43253,0,0,0,0,0,0,0,42448,0,0,0,0,2336,2
23,10.24,0,0,0,43630,0,0,0,0,0,0,0,42674,0,0,0,0,3080,2
24,10.29,0,0,0,42981,0,0,0,0,0,0,0,43316,0,0,0,0,3821,2
25,10.34,0,0,0,44783,0,0,0,0,0,0,0,43752,0,0,0,0,4549,2
26,10.39,0,0,0,45041,0,0,0,0,0,0,0,43915,0,0,0,0,5351,2
27,10.74,0,0,0,47053,0,0,0,0,0,0,0,46094,0,0,0,0,8679,2
28,11.14,0,0,0,47056,0,0,0,0,0,0,0,45582,0,0,0,0,9212,2
29,11.54,0,0,0,47195,0,0,0,0,0,0,0,46183,0,0,0,0,9226,2
30,11.94,0,0,0,46743,0,0,0,0,0,0,0,45248,0,0,0,0,9070,2
31,12.34,0,0,0,46772,0,0,0,0,0,0,0,45787,0,0,0,0,9110,2
32,12.74,0,0,0,46631,0,0,0,0,0,0,0,45775,0,0,0,0,9071,2
33,13.14,0,0,0,46555,0,0,0,0,0,0,0,44688,0,0,0,0,9003,2
34,13.54,0,0,0,47042,0,0,0,0,0,0,0,45980,0,0,0,0,9226,2
35,13.94,0,0,0,46447,0,0,0,0,0,0,0,43810,0,0,0,0,9114,2
