Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,901,78827,465,65496,1366,144323
1,D,41285,39780,48638,32299,89923,72079
2,R,42598,38696,51390,30537,93988,69233
3,V,81134,1167,92661,1008,173795,2175
4,A,39856,40538,47056,33539,86912,74077
5,L,39392,42186,45845,34825,85237,77011
