,Measurement Basis,TT,TR,RT,RR
0,H,901,78827,465,65496
1,D,41285,39780,48638,32299
2,R,42598,38696,51390,30537
3,V,81134,1167,92661,1008
4,A,39856,40538,47056,33539
5,L,39392,42186,45845,34825
