Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,18818,59915,20285,50421,39103,110336
1,D,8165,72123,8561,59789,16726,131912
2,R,49761,23350,47589,32026,97350,55376
3,V,51190,22260,66301,18061,117491,40321
4,A,60065,9695,80809,5733,140874,15428
5,L,20073,58088,44620,33647,64693,91735
