data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate
2025-05-23--17h-51m-02s,0.5,33.0,0.0,6.5,40.0,0.5779882351930726,0.2667111521503259
2025-05-23--17h-51m-02s,0.0,35.0,0.0,5.0,40.0,0.4771119283134781,0.0
2025-05-23--17h-51m-02s,0.5,33.0,0.0,6.5,40.0,0.5779882351930726,0.2667111521503259
2025-05-23--17h-51m-02s,1.0,33.0,0.0,6.0,40.0,0.5779882351930726,0.38237550466972126
2025-05-23--17h-51m-02s,0.0,33.0,0.0,7.0,40.0,0.5779882351930726,0.0
2025-05-23--17h-51m-02s,1.0,33.0,0.0,6.0,40.0,0.5779882351930726,0.38237550466972126
2025-05-23--17h-51m-02s,0.0,34.0,0.0,6.0,40.0,0.529728754461008,0.0
2025-05-23--17h-51m-02s,0.5,32.0,0.0,7.5,40.0,0.6229125019027184,0.24907281986978974
2025-05-23--17h-51m-02s,1.5,27.0,0.0,11.5,40.0,0.8158093449914965,0.3418149295377484
2025-05-23--17h-51m-02s,0.0,34.0,0.0,6.0,40.0,0.529728754461008,0.0
2025-05-23--17h-51m-02s,2.0,32.0,0.0,6.0,40.0,0.6229125019027184,0.517127578698283
2025-05-23--17h-51m-02s,0.5,31.0,0.0,8.5,40.0,0.6651859482529922,0.2345277804372816
2025-05-23--17h-51m-02s,0.5,34.0,1.0,4.5,40.0,0.5779882351930726,0.3172771730595597
2025-05-23--17h-51m-02s,0.5,31.0,1.0,7.5,40.0,0.7052935019057298,0.24907281986978974
2025-05-23--17h-51m-02s,1.0,33.0,0.0,6.0,40.0,0.5779882351930726,0.38237550466972126
2025-05-23--17h-51m-02s,1.0,37.0,0.0,2.0,40.0,0.35083433461154634,0.6084259956212019
2025-05-23--17h-51m-02s,0.5,31.0,1.0,7.5,40.0,0.7052935019057298,0.24907281986978974
2025-05-23--17h-51m-02s,0.0,30.0,3.0,7.0,40.0,0.8158093449914965,0.0
2025-05-23--17h-51m-02s,0.5,30.0,1.0,8.5,40.0,0.743593696754468,0.2345277804372816
2025-05-23--17h-51m-02s,0.0,30.0,1.0,9.0,40.0,0.743593696754468,0.0
2025-05-23--17h-51m-02s,1.0,31.0,0.0,8.0,40.0,0.6651859482529922,0.3351499755574887
2025-05-23--17h-51m-02s,0.5,34.0,2.0,3.5,40.0,0.6229125019027184,0.3564338525814142
2025-05-23--17h-51m-02s,1.0,33.0,0.0,6.0,40.0,0.5779882351930726,0.38237550466972126
