,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,4104,0,104964,0,0,0,0,0,3067,0,113122,0,0,0,0,22415,537,682,34,1
1,6.67,0,3914,0,105359,0,0,0,0,0,3103,0,113343,0,0,0,0,22448,546,650,41,1
2,7.07,0,4078,0,104178,0,0,0,0,0,3062,0,113126,0,0,0,0,22250,520,701,40,1
3,7.47,0,3935,0,104938,0,0,0,0,0,3048,0,112940,0,0,0,0,22330,527,701,31,1
4,7.87,0,4024,0,104966,0,0,0,0,0,3084,0,112538,0,0,0,0,22041,529,693,36,1
5,8.27,0,3943,0,105617,0,0,0,0,0,3014,0,112850,0,0,0,0,22368,565,680,35,1
6,8.67,0,4050,0,105165,0,0,0,0,0,3083,0,113137,0,0,0,0,22593,523,712,33,1
7,9.07,0,4104,0,105258,0,0,0,0,0,3048,0,112812,0,0,0,0,22301,562,716,39,1
8,9.47,0,3940,0,103419,0,0,0,0,0,3044,0,113222,0,0,0,0,21236,479,677,41,1
9,9.87,0,3906,0,99993,0,0,0,0,0,3113,0,107466,0,0,0,0,11898,503,584,24,1
10,9.97,0,4045,0,98373,0,0,0,0,0,3075,0,105379,0,0,0,0,8316,519,675,28,1
11,10.07,0,3929,0,97255,0,0,0,0,0,3029,0,103444,0,0,0,0,4481,509,600,29,1
12,10.17,0,4063,0,96062,0,0,0,0,0,3047,0,101194,0,0,0,0,1858,515,616,38,1
13,10.27,0,4005,0,94968,0,0,0,0,0,3075,0,101120,0,0,0,0,568,507,561,30,1
14,10.37,0,3926,0,94702,0,0,0,0,0,3106,0,100661,0,0,0,0,1019,528,573,25,1
15,10.47,0,4092,0,95726,0,0,0,0,0,3061,0,102342,0,0,0,0,3101,543,586,34,1
16,10.57,0,4153,0,97654,0,0,0,0,0,3000,0,104051,0,0,0,0,6441,534,657,31,1
17,10.67,0,4002,0,99550,0,0,0,0,0,3093,0,106522,0,0,0,0,10223,566,647,24,1
18,10.77,0,3970,0,100599,0,0,0,0,0,3062,0,108457,0,0,0,0,13537,546,632,31,1
19,11.07,0,4113,0,104021,0,0,0,0,0,3062,0,112796,0,0,0,0,20652,529,743,41,1
20,11.47,0,4080,0,105112,0,0,0,0,0,3019,0,112650,0,0,0,0,22537,505,699,30,1
21,11.87,0,4023,0,105251,0,0,0,0,0,3070,0,112784,0,0,0,0,22384,509,671,31,1
22,12.27,0,4052,0,104180,0,0,0,0,0,3076,0,112359,0,0,0,0,22073,539,714,32,1
23,12.67,0,4030,0,104235,0,0,0,0,0,3042,0,113019,0,0,0,0,22138,502,679,34,1
24,13.07,0,4037,0,104402,0,0,0,0,0,3193,0,113244,0,0,0,0,22248,577,722,31,1
25,13.47,0,3990,0,104118,0,0,0,0,0,2972,0,113235,0,0,0,0,22021,540,663,28,1
26,13.87,0,3984,0,104274,0,0,0,0,0,3171,0,112631,0,0,0,0,22078,559,661,25,1
27,14.27,0,3912,0,104997,0,0,0,0,0,3096,0,113110,0,0,0,0,22226,545,719,34,1
