data_dir,C,DB_H,DB_V,SB,N
2025-05-30--19h-50m-24s,9.0,183.0,0.0,6.0,198.0
2025-05-30--19h-50m-24s,8.5,185.0,0.0,5.0,198.5
2025-05-30--19h-50m-24s,12.5,186.0,0.0,2.0,200.5
2025-05-30--19h-50m-24s,7.5,190.0,0.0,4.0,201.5
2025-05-30--19h-50m-24s,7.0,190.0,0.0,4.0,201.0
2025-05-30--19h-50m-24s,6.5,191.0,0.0,3.0,200.5
2025-05-30--19h-50m-24s,9.5,186.0,1.0,6.5,203.0
2025-05-30--19h-50m-24s,8.0,185.0,0.0,5.5,198.5
2025-05-30--19h-50m-24s,6.5,188.0,0.0,5.0,199.5
2025-05-30--19h-50m-24s,5.0,194.0,0.0,1.0,200.0
2025-05-30--19h-50m-24s,7.5,192.0,1.0,2.5,203.0
2025-05-30--19h-50m-24s,10.5,188.0,0.0,3.0,201.5
2025-05-30--19h-50m-24s,9.5,186.0,0.0,2.5,198.0
2025-05-30--19h-50m-24s,8.0,192.0,0.0,1.0,201.0
2025-05-30--19h-50m-24s,5.0,187.0,0.0,6.5,198.5
2025-05-30--19h-50m-24s,9.0,187.0,0.0,4.5,200.5
2025-05-30--19h-50m-24s,10.5,183.0,0.0,5.0,198.5
2025-05-30--19h-50m-24s,5.5,190.0,2.0,4.0,201.5
2025-05-30--19h-50m-24s,9.0,187.0,0.0,2.5,198.5
2025-05-30--19h-50m-24s,6.5,185.0,0.0,6.0,197.5
2025-05-30--19h-50m-24s,9.5,187.0,0.0,2.5,199.0
2025-05-30--19h-50m-24s,11.0,183.0,0.0,3.5,197.5
2025-05-30--19h-50m-24s,6.5,188.0,0.0,5.5,200.0
2025-05-30--19h-50m-24s,8.5,185.0,0.0,4.0,197.5
2025-05-30--19h-50m-24s,10.0,186.0,0.0,4.5,200.5
2025-05-30--19h-50m-24s,6.0,191.0,0.0,4.0,201.0
2025-05-30--19h-50m-24s,8.5,186.0,0.0,4.5,199.0
2025-05-30--19h-50m-24s,8.0,185.0,0.0,5.0,198.0
2025-05-30--19h-50m-24s,8.0,190.0,0.0,4.5,202.5
2025-05-30--19h-50m-24s,8.0,190.0,0.0,3.0,201.0
2025-05-30--19h-50m-24s,8.5,189.0,0.0,1.5,199.0
2025-05-30--19h-50m-24s,8.0,187.0,1.0,3.0,199.0
2025-05-30--19h-50m-24s,4.5,191.0,0.0,3.0,198.5
2025-05-30--19h-50m-24s,4.5,194.0,1.0,1.5,201.0
2025-05-30--19h-50m-24s,7.0,184.0,0.0,4.5,195.5
2025-05-30--19h-50m-24s,5.0,189.0,0.0,4.0,198.0
2025-05-30--19h-50m-24s,7.5,187.0,0.0,2.0,196.5
2025-05-30--19h-50m-24s,5.5,191.0,0.0,3.5,200.0
2025-05-30--19h-50m-24s,6.5,192.0,0.0,1.5,200.0
2025-05-30--19h-50m-24s,7.0,191.0,0.0,3.5,201.5
2025-05-30--19h-50m-24s,10.0,180.0,0.0,7.0,197.0
2025-05-30--19h-50m-24s,8.5,188.0,0.0,2.0,198.5
2025-05-30--19h-50m-24s,6.0,187.0,0.0,5.0,198.0
2025-05-30--19h-50m-24s,7.5,192.0,0.0,2.0,201.5
2025-05-30--19h-50m-24s,12.0,183.0,0.0,4.0,199.0
2025-05-30--19h-50m-24s,6.0,191.0,0.0,4.0,201.0
2025-05-30--19h-50m-24s,10.5,187.0,0.0,2.0,199.5
2025-05-30--19h-50m-24s,7.0,190.0,0.0,2.5,199.5
2025-05-30--19h-50m-24s,9.5,185.0,1.0,3.5,199.0
2025-05-30--19h-50m-24s,8.0,187.0,0.0,3.5,198.5
2025-05-30--19h-50m-24s,9.0,185.0,0.0,4.0,198.0
2025-05-30--19h-50m-24s,7.0,187.0,0.0,5.0,199.0
2025-05-30--19h-50m-24s,8.5,184.0,1.0,4.5,198.0
2025-05-30--19h-50m-24s,6.0,191.0,0.0,3.0,200.0
2025-05-30--19h-50m-24s,7.0,191.0,0.0,2.5,200.5
2025-05-30--19h-50m-24s,9.5,187.0,0.0,4.0,200.5
2025-05-30--19h-50m-24s,8.5,185.0,0.0,4.0,197.5
2025-05-30--19h-50m-24s,7.5,185.0,0.0,5.0,197.5
2025-05-30--19h-50m-24s,6.5,187.0,1.0,3.5,198.0
2025-05-30--19h-50m-24s,7.0,188.0,0.0,2.5,197.5
2025-05-30--19h-50m-24s,5.0,192.0,0.0,2.5,199.5
2025-05-30--19h-50m-24s,11.0,186.0,0.0,5.5,202.5
2025-05-30--19h-50m-24s,6.0,188.0,0.0,7.5,201.5
2025-05-30--19h-50m-24s,4.5,193.0,0.0,3.0,200.5
2025-05-30--19h-50m-24s,9.0,186.0,0.0,4.0,199.0
2025-05-30--19h-50m-24s,8.0,186.0,0.0,4.0,198.0
2025-05-30--19h-50m-24s,11.5,186.0,1.0,3.5,202.0
2025-05-30--19h-50m-24s,7.5,185.0,0.0,5.0,197.5
2025-05-30--19h-50m-24s,9.5,187.0,0.0,3.0,199.5
2025-05-30--19h-50m-24s,5.5,190.0,0.0,6.5,202.0
2025-05-30--19h-50m-24s,10.0,184.0,1.0,4.0,199.0
2025-05-30--19h-50m-24s,5.5,188.0,0.0,4.0,197.5
2025-05-30--19h-50m-24s,7.5,188.0,0.0,6.5,202.0
2025-05-30--19h-50m-24s,4.0,189.0,1.0,7.0,201.0
2025-05-30--19h-50m-24s,9.0,188.0,0.0,4.5,201.5
2025-05-30--19h-50m-24s,5.5,189.0,0.0,5.0,199.5
2025-05-30--19h-50m-24s,6.0,193.0,0.0,3.5,202.5
2025-05-30--19h-50m-24s,7.5,187.0,0.0,4.0,198.5
2025-05-30--19h-50m-24s,8.0,183.0,0.0,5.5,196.5
2025-05-30--19h-50m-24s,8.5,184.0,0.0,5.0,197.5
2025-05-30--19h-50m-24s,9.0,186.0,0.0,4.5,199.5
2025-05-30--19h-50m-24s,4.5,188.0,0.0,6.5,199.0
2025-05-30--19h-50m-24s,4.0,188.0,0.0,3.0,195.0
2025-05-30--19h-50m-24s,8.5,187.0,0.0,5.0,200.5
2025-05-30--19h-50m-24s,6.0,192.0,0.0,4.5,202.5
2025-05-30--19h-50m-24s,8.5,190.0,0.0,2.5,201.0
2025-05-30--19h-50m-24s,8.5,186.0,0.0,3.5,198.0
2025-05-30--19h-50m-24s,6.0,189.0,0.0,4.5,199.5
2025-05-30--19h-50m-24s,9.5,187.0,1.0,3.5,201.0
2025-05-30--19h-50m-24s,10.5,187.0,0.0,4.5,202.0
2025-05-30--19h-50m-24s,9.0,185.0,0.0,3.0,197.0
2025-05-30--19h-50m-24s,7.5,186.0,0.0,3.0,196.5
2025-05-30--19h-50m-24s,9.0,184.0,1.0,3.0,197.0
2025-05-30--19h-50m-24s,7.5,192.0,0.0,2.0,201.5
2025-05-30--19h-50m-24s,7.0,190.0,0.0,3.5,200.5
