,Measurement Basis,TT,TR,RT,RR
0,H,72543,73845,91818,63945
1,D,124353,21208,114471,47059
2,R,122426,23770,169240,4665
3,V,72299,74794,90618,66267
4,A,19444,128026,62500,89184
5,L,22973,125315,7952,131375
