,Measurement Basis,TT,TR,RT,RR
0,H,37084,39531,40507,34436
1,D,10008,70716,2428,63170
2,R,59907,13529,57005,24975
3,V,33503,42903,43395,32669
4,A,59758,12144,84093,2303
5,L,11177,69619,32175,41758
