Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,37084,39531,40507,34436,77591,73967
1,D,10008,70716,2428,63170,12436,133886
2,R,59907,13529,57005,24975,116912,38504
3,V,33503,42903,43395,32669,76898,75572
4,A,59758,12144,84093,2303,143851,14447
5,L,11177,69619,32175,41758,43352,111377
