,Measurement Basis,TT,TR,RT,RR
0,H,62221,11812,70960,10997
1,D,40787,37027,32112,39740
2,R,60794,14921,70047,12574
3,V,10098,72805,13756,52762
4,A,31401,49263,51221,26093
5,L,11955,70857,12844,54114
