,Measurement Basis,TT,TR,RT,RR
0,H,13290,63742,14730,54589
1,D,65773,13846,77347,9737
2,R,27955,49607,48307,30818
3,V,66142,13136,77898,8874
4,A,13924,63660,14441,56786
5,L,51792,27169,43613,34377
