,Measurement Basis,TT,TR,RT,RR
0,H,68547,57073,69461,47100
1,D,122748,4033,112957,16616
2,R,83052,44051,115123,15467
3,V,57063,68377,69554,48303
4,A,3422,122595,20924,86054
5,L,43198,81909,18999,85572
