data_dir,C,DB_H,DB_V,SB,N
2025-05-23--18h-20m-26s,4.0,58.0,49.0,89.0,200.0
2025-05-23--18h-20m-26s,5.5,52.0,57.0,85.5,200.0
2025-05-23--18h-20m-26s,4.5,69.0,43.0,83.5,200.0
2025-05-23--18h-20m-26s,4.5,61.0,41.0,93.5,200.0
2025-05-23--18h-20m-26s,4.0,70.0,41.0,85.0,200.0
2025-05-23--18h-20m-26s,4.0,77.0,35.0,84.0,200.0
2025-05-23--18h-20m-26s,3.5,61.0,55.0,80.5,200.0
2025-05-23--18h-20m-26s,4.5,55.0,46.0,94.5,200.0
2025-05-23--18h-20m-26s,3.0,68.0,44.0,85.0,200.0
2025-05-23--18h-20m-26s,2.0,60.0,52.0,86.0,200.0
2025-05-23--18h-20m-26s,1.5,55.0,49.0,94.5,200.0
2025-05-23--18h-20m-26s,2.0,60.0,53.0,85.0,200.0
2025-05-23--18h-20m-26s,2.0,70.0,44.0,84.0,200.0
2025-05-23--18h-20m-26s,3.0,64.0,44.0,89.0,200.0
2025-05-23--18h-20m-26s,1.5,48.0,48.0,102.5,200.0
2025-05-23--18h-20m-26s,4.5,63.0,52.0,80.5,200.0
2025-05-23--18h-20m-26s,3.0,47.0,56.0,94.0,200.0
2025-05-23--18h-20m-26s,4.0,58.0,53.0,85.0,200.0
2025-05-23--18h-20m-26s,3.5,63.0,46.0,87.5,200.0
2025-05-23--18h-20m-26s,3.0,56.0,52.0,89.0,200.0
2025-05-23--18h-20m-26s,4.5,63.0,44.0,88.5,200.0
2025-05-23--18h-20m-26s,4.5,57.0,53.0,85.5,200.0
2025-05-23--18h-20m-26s,2.5,60.0,51.0,86.5,200.0
2025-05-23--18h-20m-26s,1.0,50.0,55.0,94.0,200.0
2025-05-23--18h-20m-26s,3.0,62.0,45.0,90.0,200.0
2025-05-23--18h-20m-26s,3.0,60.0,57.0,80.0,200.0
2025-05-23--18h-20m-26s,6.5,57.0,41.0,95.5,200.0
2025-05-23--18h-20m-26s,3.5,55.0,50.0,91.5,200.0
2025-05-23--18h-20m-26s,2.0,61.0,52.0,85.0,200.0
2025-05-23--18h-20m-26s,2.5,77.0,44.0,76.5,200.0
2025-05-23--18h-20m-26s,4.5,61.0,49.0,85.5,200.0
2025-05-23--18h-20m-26s,4.0,64.0,41.0,91.0,200.0
2025-05-23--18h-20m-26s,1.5,55.0,48.0,95.5,200.0
2025-05-23--18h-20m-26s,2.0,60.0,51.0,87.0,200.0
