,Measurement Basis,TT,TR,RT,RR
0,H,68335,5090,78685,5135
1,D,43758,34826,39445,34344
2,R,52291,25998,60333,19457
3,V,4442,80348,6409,57918
4,A,28548,51166,42166,31336
5,L,21272,60227,20712,48230
