Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,48914,57322,70003,48285,118917,105607
1,D,96902,2596,112828,16410,209730,19006
2,R,62668,43039,112232,17461,174900,60500
3,V,48763,58399,68307,51451,117070,109850
4,A,1936,115270,19347,90965,21283,206235
5,L,36698,75029,20242,90754,56940,165783
