theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
1.331183327792285,0,22.41044195178526,37.92780219240522,-27.594864657215755,-36.25109262888864,0.0001,5000
