Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,294,116936,730,100931,1024,217867
1,D,51129,57556,70439,48613,121568,106169
2,R,49918,58012,71532,47830,121450,105842
3,V,98558,476,131416,1061,229974,1537
4,A,48087,60338,63804,53728,111891,114066
5,L,49472,59476,65091,53018,114563,112494
