Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,79206,12839,79758,9835,158964,22674
1,D,71558,17531,74640,12253,146198,29784
2,R,32798,57739,44966,36947,77764,94686
3,V,12860,76103,16352,56618,29212,132721
4,A,17913,69229,13115,59274,31028,128503
5,L,58044,30925,42493,36249,100537,67174
