,Measurement Basis,TT,TR,RT,RR
0,H,79206,12839,79758,9835
1,D,71558,17531,74640,12253
2,R,32798,57739,44966,36947
3,V,12860,76103,16352,56618
4,A,17913,69229,13115,59274
5,L,58044,30925,42493,36249
