Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,47831,56936,66313,50083,114144,107019
1,D,71435,30063,65687,51569,137122,81632
2,R,91034,7919,129615,1348,220649,9267
3,V,48251,57103,65158,50887,113409,107990
4,A,24049,85197,63589,52515,87638,137712
5,L,6337,106808,545,101865,6882,208673
