angle,singles,coincidences
0.0,7450,6
9.0,14695,8
18.0,20937,16
27.0,23911,19
36.0,22601,18
45.0,17335,6
54.0,10149,7
63.0,3955,1
72.0,868,0
81.0,2164,1
90.0,7472,5
99.0,14460,10
108.0,20933,8
117.0,23985,16
126.0,22761,6
135.0,17402,12
144.0,10335,5
153.0,3967,0
162.0,877,1
171.0,2212,0
180.0,7533,1
